日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20241031,ＳＲＥホールディングス,2980,不動産業,0.0037%,TOPIX Small 1
20241031,ＡＤワークスグループ,2982,不動産業,0.0001%,TOPIX Small 2
20241031,片倉工業,3001,繊維製品,0.0048%,TOPIX Small 2
20241031,グンゼ,3002,繊維製品,0.0099%,TOPIX Small 1
20241031,ヒューリック,3003,不動産業,0.0845%,TOPIX Mid400
20241031,神栄,3004,卸売業,0.0001%,TOPIX Small 2
20241031,ラサ商事,3023,卸売業,0.0021%,TOPIX Small 2
20241031,アルペン,3028,小売業,0.0046%,TOPIX Small 1
20241031,ハブ,3030,小売業,0.0001%,TOPIX Small 2
20241031,ラクーンホールディングス,3031,情報・通信業,0.0015%,TOPIX Small 2
20241031,クオールホールディングス,3034,小売業,0.0048%,TOPIX Small 1
20241031,アルコニックス,3036,卸売業,0.0054%,TOPIX Small 1
20241031,神戸物産,3038,卸売業,0.0788%,TOPIX Mid400
20241031,ソリトンシステムズ,3040,情報・通信業,0.0017%,TOPIX Small 2
20241031,ジンズホールディングス,3046,小売業,0.0130%,TOPIX Small 1
20241031,ビックカメラ,3048,小売業,0.0280%,TOPIX Mid400
20241031,ＤＣＭホールディングス,3050,小売業,0.0203%,TOPIX Small 1
20241031,ペッパーフードサービス,3053,小売業,0.0016%,TOPIX Small 2
20241031,ハイパー,3054,卸売業,0.0000%,TOPIX Small 2
20241031,ＭｏｎｏｔａＲＯ,3064,小売業,0.0900%,TOPIX Mid400
20241031,東京一番フーズ,3067,小売業,0.0000%,TOPIX Small 2
20241031,ＤＤグループ,3073,小売業,0.0003%,TOPIX Small 2
20241031,あい　ホールディングス,3076,卸売業,0.0103%,TOPIX Small 1
20241031,ディーブイエックス,3079,卸売業,0.0001%,TOPIX Small 2
20241031,きちりホールディングス,3082,小売業,0.0001%,TOPIX Small 2
20241031,Ｊ．フロント　リテイリング,3086,小売業,0.0517%,TOPIX Mid400
20241031,ドトール・日レスホールディングス,3087,小売業,0.0109%,TOPIX Small 1
20241031,マツキヨココカラ＆カンパニー,3088,小売業,0.1009%,TOPIX Mid400
20241031,ブロンコビリー,3091,小売業,0.0060%,TOPIX Small 1
20241031,ＺＯＺＯ,3092,小売業,0.1012%,TOPIX Mid400
20241031,トレジャー・ファクトリー,3093,小売業,0.0025%,TOPIX Small 2
20241031,物語コーポレーション,3097,小売業,0.0173%,TOPIX Small 1
20241031,三越伊勢丹ホールディングス,3099,小売業,0.0965%,TOPIX Mid400
20241031,東洋紡,3101,繊維製品,0.0109%,TOPIX Small 1
20241031,ユニチカ,3103,繊維製品,0.0025%,TOPIX Small 2
20241031,富士紡ホールディングス,3104,繊維製品,0.0048%,TOPIX Small 2
20241031,日清紡ホールディングス,3105,電気機器,0.0192%,TOPIX Mid400
20241031,倉敷紡績,3106,繊維製品,0.0087%,TOPIX Small 2
20241031,ダイワボウホールディングス,3107,卸売業,0.0336%,TOPIX Mid400
20241031,シキボウ,3109,繊維製品,0.0019%,TOPIX Small 2
20241031,日東紡績,3110,ガラス・土石製品,0.0220%,TOPIX Small 1
20241031,トヨタ紡織,3116,輸送用機器,0.0224%,TOPIX Mid400
20241031,マクニカホールディングス,3132,卸売業,0.0377%,TOPIX Mid400
20241031,Ｈａｍｅｅ,3134,小売業,0.0011%,TOPIX Small 2
20241031,マーケットエンタープライズ,3135,小売業,0.0000%,TOPIX Small 2
20241031,ラクト・ジャパン,3139,卸売業,0.0032%,TOPIX Small 2
20241031,ウエルシアホールディングス,3141,小売業,0.0271%,TOPIX Mid400
20241031,クリエイトＳＤホールディングス,3148,小売業,0.0117%,TOPIX Small 1
20241031,グリムス,3150,電気・ガス業,0.0030%,TOPIX Small 2
20241031,バイタルケーエスケー・ホールディングス,3151,卸売業,0.0048%,TOPIX Small 2
20241031,八洲電機,3153,卸売業,0.0038%,TOPIX Small 2
20241031,メディアスホールディングス,3154,卸売業,0.0013%,TOPIX Small 2
20241031,レスター,3156,卸売業,0.0062%,TOPIX Small 2
20241031,ジオリーブグループ,3157,卸売業,0.0001%,TOPIX Small 2
20241031,丸善ＣＨＩホールディングス,3159,小売業,0.0001%,TOPIX Small 2
20241031,大光,3160,卸売業,0.0001%,TOPIX Small 2
20241031,ＯＣＨＩホールディングス,3166,卸売業,0.0001%,TOPIX Small 2
20241031,ＴＯＫＡＩホールディングス,3167,卸売業,0.0139%,TOPIX Small 1
20241031,黒谷,3168,卸売業,0.0000%,TOPIX Small 2
20241031,ミサワ,3169,小売業,0.0000%,TOPIX Small 2
20241031,ティーライフ,3172,小売業,0.0000%,TOPIX Small 2
20241031,Ｃｏｍｉｎｉｘ,3173,卸売業,0.0000%,TOPIX Small 2
20241031,エー・ピーホールディングス,3175,小売業,0.0001%,TOPIX Small 2
20241031,三洋貿易,3176,卸売業,0.0041%,TOPIX Small 2
20241031,チムニー,3178,小売業,0.0001%,TOPIX Small 2
20241031,シュッピン,3179,小売業,0.0029%,TOPIX Small 2
20241031,ビューティガレージ,3180,卸売業,0.0013%,TOPIX Small 2
20241031,オイシックス・ラ・大地,3182,小売業,0.0056%,TOPIX Small 1
20241031,ウイン・パートナーズ,3183,卸売業,0.0025%,TOPIX Small 2
20241031,ネクステージ,3186,小売業,0.0093%,TOPIX Small 1
20241031,ジョイフル本田,3191,小売業,0.0157%,TOPIX Small 1
20241031,エターナルホスピタリティグループ,3193,小売業,0.0036%,TOPIX Small 2
20241031,ホットランド,3196,小売業,0.0049%,TOPIX Small 2
20241031,すかいらーくホールディングス,3197,小売業,0.0886%,TOPIX Mid400
20241031,ＳＦＰホールディングス,3198,小売業,0.0030%,TOPIX Small 2
20241031,綿半ホールディングス,3199,小売業,0.0034%,TOPIX Small 2
20241031,日本毛織,3201,繊維製品,0.0085%,TOPIX Small 1
20241031,ダイトウボウ,3202,繊維製品,0.0000%,TOPIX Small 2
20241031,トーア紡コーポレーション,3204,繊維製品,0.0000%,TOPIX Small 2
20241031,ダイドーリミテッド,3205,繊維製品,0.0002%,TOPIX Small 2
20241031,ヨシックスホールディングス,3221,小売業,0.0030%,TOPIX Small 2
20241031,ユナイテッド・スーパーマーケット・ホールディングス,3222,小売業,0.0074%,TOPIX Small 1
20241031,野村不動産ホールディングス,3231,不動産業,0.0608%,TOPIX Mid400
20241031,三重交通グループホールディングス,3232,不動産業,0.0028%,TOPIX Small 2
20241031,ディア・ライフ,3245,不動産業,0.0037%,TOPIX Small 2
20241031,コーセーアールイー,3246,不動産業,0.0001%,TOPIX Small 2
20241031,地主,3252,不動産業,0.0048%,TOPIX Small 2
20241031,プレサンスコーポレーション,3254,不動産業,0.0064%,TOPIX Small 1
20241031,フィル・カンパニー,3267,建設業,0.0004%,TOPIX Small 2
20241031,ＴＨＥグローバル社,3271,不動産業,0.0001%,TOPIX Small 2
20241031,ハウスコム,3275,不動産業,0.0001%,TOPIX Small 2
20241031,ＪＰＭＣ,3276,不動産業,0.0017%,TOPIX Small 2
20241031,サンセイランディック,3277,不動産業,0.0001%,TOPIX Small 2
20241031,エストラスト,3280,不動産業,0.0000%,TOPIX Small 2
20241031,フージャースホールディングス,3284,不動産業,0.0040%,TOPIX Small 2
20241031,オープンハウスグループ,3288,不動産業,0.0529%,TOPIX Mid400
20241031,東急不動産ホールディングス,3289,不動産業,0.0742%,TOPIX Mid400
20241031,飯田グループホールディングス,3291,不動産業,0.0543%,TOPIX Mid400
20241031,イーグランド,3294,不動産業,0.0001%,TOPIX Small 2
20241031,ムゲンエステート,3299,不動産業,0.0003%,TOPIX Small 2
20241031,帝国繊維,3302,繊維製品,0.0082%,TOPIX Small 2
20241031,日本コークス工業,3315,石油・石炭製品,0.0025%,TOPIX Small 2
20241031,ゴルフダイジェスト・オンライン,3319,小売業,0.0007%,TOPIX Small 2
20241031,ミタチ産業,3321,卸売業,0.0001%,TOPIX Small 2
20241031,ＢＥＥＮＯＳ,3328,小売業,0.0048%,TOPIX Small 2
20241031,あさひ,3333,小売業,0.0035%,TOPIX Small 2
20241031,日本調剤,3341,小売業,0.0025%,TOPIX Small 2
20241031,コスモス薬品,3349,小売業,0.0338%,TOPIX Mid400
20241031,シップヘルスケアホールディングス,3360,卸売業,0.0252%,TOPIX Mid400
20241031,トーエル,3361,小売業,0.0001%,TOPIX Small 2
20241031,ソフトクリエイトホールディングス,3371,情報・通信業,0.0041%,TOPIX Small 2
20241031,セブン＆アイ・ホールディングス,3382,小売業,0.6652%,TOPIX Core30
20241031,クリエイト・レストランツ・ホールディングス,3387,小売業,0.0251%,TOPIX Small 1
20241031,明治電機工業,3388,卸売業,0.0014%,TOPIX Small 2
20241031,ツルハホールディングス,3391,小売業,0.0491%,TOPIX Mid400
20241031,デリカフーズホールディングス,3392,卸売業,0.0001%,TOPIX Small 2
20241031,スターティアホールディングス,3393,卸売業,0.0002%,TOPIX Small 2
20241031,サンマルクホールディングス,3395,小売業,0.0051%,TOPIX Small 2
20241031,フェリシモ,3396,小売業,0.0001%,TOPIX Small 2
20241031,トリドールホールディングス,3397,小売業,0.0303%,TOPIX Mid400
20241031,帝人,3401,繊維製品,0.0342%,TOPIX Mid400
20241031,東レ,3402,繊維製品,0.1585%,TOPIX Mid400
20241031,クラレ,3405,化学,0.0791%,TOPIX Mid400
20241031,旭化成,3407,化学,0.1858%,TOPIX Large70
20241031,ＴＯＫＹＯ　ＢＡＳＥ,3415,小売業,0.0007%,TOPIX Small 2
20241031,稲葉製作所,3421,金属製品,0.0026%,TOPIX Small 2
20241031,宮地エンジニアリンググループ,3431,金属製品,0.0065%,TOPIX Small 1
20241031,トーカロ,3433,金属製品,0.0139%,TOPIX Small 1
20241031,アルファ,3434,金属製品,0.0001%,TOPIX Small 2
20241031,ＳＵＭＣＯ,3436,金属製品,0.0759%,TOPIX Mid400
20241031,川田テクノロジーズ,3443,金属製品,0.0041%,TOPIX Small 2
20241031,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3445,金属製品,0.0082%,TOPIX Small 1
20241031,ジェイテックコーポレーション,3446,金属製品,0.0001%,TOPIX Small 2
20241031,信和,3447,金属製品,0.0002%,TOPIX Small 2
20241031,ビーロット,3452,不動産業,0.0002%,TOPIX Small 2
20241031,ファーストブラザーズ,3454,不動産業,0.0001%,TOPIX Small 2
20241031,Ａｎｄ　Ｄｏホールディングス,3457,不動産業,0.0016%,TOPIX Small 2
20241031,シーアールイー,3458,不動産業,0.0014%,TOPIX Small 2
20241031,ケイアイスター不動産,3465,不動産業,0.0054%,TOPIX Small 1
20241031,アグレ都市デザイン,3467,不動産業,0.0001%,TOPIX Small 2
20241031,グッドコムアセット,3475,不動産業,0.0017%,TOPIX Small 2
20241031,ジェイ・エス・ビー,3480,不動産業,0.0029%,TOPIX Small 2
20241031,ロードスターキャピタル,3482,不動産業,0.0034%,TOPIX Small 2
20241031,イノベーションホールディングス,3484,不動産業,0.0001%,TOPIX Small 2
20241031,グローバル・リンク・マネジメント,3486,不動産業,0.0001%,TOPIX Small 2
20241031,フェイスネットワーク,3489,不動産業,0.0001%,TOPIX Small 2
20241031,霞ヶ関キャピタル,3498,不動産業,0.0155%,TOPIX Small 1
20241031,住江織物,3501,繊維製品,0.0001%,TOPIX Small 2
20241031,日本フエルト,3512,繊維製品,0.0001%,TOPIX Small 2
20241031,イチカワ,3513,繊維製品,0.0001%,TOPIX Small 2
20241031,エコナックホールディングス,3521,サービス業,0.0000%,TOPIX Small 2
20241031,日東製網,3524,繊維製品,0.0000%,TOPIX Small 2
20241031,芦森工業,3526,輸送用機器,0.0002%,TOPIX Small 2
20241031,アツギ,3529,繊維製品,0.0002%,TOPIX Small 2
20241031,ウイルプラスホールディングス,3538,小売業,0.0001%,TOPIX Small 2
20241031,ＪＭホールディングス,3539,小売業,0.0062%,TOPIX Small 2
20241031,コメダホールディングス,3543,卸売業,0.0207%,TOPIX Small 1
20241031,サツドラホールディングス,3544,小売業,0.0001%,TOPIX Small 2
20241031,アレンザホールディングス,3546,小売業,0.0022%,TOPIX Small 2
20241031,串カツ田中ホールディングス,3547,小売業,0.0013%,TOPIX Small 2
20241031,バロックジャパンリミテッド,3548,小売業,0.0025%,TOPIX Small 2
20241031,クスリのアオキホールディングス,3549,小売業,0.0291%,TOPIX Mid400
20241031,ダイニック,3551,繊維製品,0.0001%,TOPIX Small 2
20241031,共和レザー,3553,化学,0.0001%,TOPIX Small 2
20241031,ピーバンドットコム,3559,卸売業,0.0000%,TOPIX Small 2
20241031,力の源ホールディングス,3561,小売業,0.0022%,TOPIX Small 2
20241031,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,3563,小売業,0.0444%,TOPIX Mid400
20241031,アセンテック,3565,卸売業,0.0007%,TOPIX Small 2
20241031,セーレン,3569,繊維製品,0.0129%,TOPIX Small 1
20241031,ソトー,3571,繊維製品,0.0001%,TOPIX Small 2
20241031,東海染工,3577,繊維製品,0.0000%,TOPIX Small 2
20241031,小松マテーレ,3580,繊維製品,0.0031%,TOPIX Small 2
20241031,ワコールホールディングス,3591,繊維製品,0.0256%,TOPIX Mid400
20241031,ホギメディカル,3593,繊維製品,0.0159%,TOPIX Small 1
20241031,クラウディアホールディングス,3607,繊維製品,0.0000%,TOPIX Small 2
20241031,ＴＳＩホールディングス,3608,繊維製品,0.0077%,TOPIX Small 1
20241031,マツオカコーポレーション,3611,繊維製品,0.0001%,TOPIX Small 2
20241031,ワールド,3612,繊維製品,0.0077%,TOPIX Small 1
20241031,ＴＩＳ,3626,情報・通信業,0.1050%,TOPIX Mid400
20241031,テクミラホールディングス,3627,情報・通信業,0.0000%,TOPIX Small 2
20241031,グリー,3632,情報・通信業,0.0041%,TOPIX Small 1
20241031,ＧＭＯペパボ,3633,情報・通信業,0.0004%,TOPIX Small 2
20241031,コーエーテクモホールディングス,3635,情報・通信業,0.0313%,TOPIX Mid400
20241031,三菱総合研究所,3636,情報・通信業,0.0054%,TOPIX Small 1
20241031,ボルテージ,3639,情報・通信業,0.0000%,TOPIX Small 2
20241031,電算,3640,情報・通信業,0.0000%,TOPIX Small 2
20241031,ＡＧＳ,3648,情報・通信業,0.0001%,TOPIX Small 2
20241031,ファインデックス,3649,情報・通信業,0.0018%,TOPIX Small 2
20241031,ブレインパッド,3655,情報・通信業,0.0018%,TOPIX Small 2
20241031,ＫＬａｂ,3656,情報・通信業,0.0012%,TOPIX Small 2
20241031,ポールトゥウィンホールディングス,3657,情報・通信業,0.0017%,TOPIX Small 2
20241031,ネクソン,3659,情報・通信業,0.1528%,TOPIX Mid400
20241031,アイスタイル,3660,情報・通信業,0.0038%,TOPIX Small 1
20241031,エムアップホールディングス,3661,情報・通信業,0.0042%,TOPIX Small 1
20241031,エイチーム,3662,情報・通信業,0.0011%,TOPIX Small 2
20241031,セルシス,3663,情報・通信業,0.0045%,TOPIX Small 2
20241031,エニグモ,3665,情報・通信業,0.0009%,TOPIX Small 2
20241031,テクノスジャパン,3666,情報・通信業,0.0002%,TOPIX Small 2
20241031,ｅｎｉｓｈ,3667,情報・通信業,0.0001%,TOPIX Small 2
20241031,コロプラ,3668,情報・通信業,0.0047%,TOPIX Small 1
20241031,オルトプラス,3672,情報・通信業,0.0000%,TOPIX Small 2
20241031,ブロードリーフ,3673,情報・通信業,0.0059%,TOPIX Small 1
20241031,クロス・マーケティンググループ,3675,情報・通信業,0.0001%,TOPIX Small 2
20241031,デジタルハーツホールディングス,3676,情報・通信業,0.0015%,TOPIX Small 2
20241031,メディアドゥ,3678,情報・通信業,0.0016%,TOPIX Small 2
20241031,じげん,3679,情報・通信業,0.0038%,TOPIX Small 1
20241031,ブイキューブ,3681,情報・通信業,0.0009%,TOPIX Small 2
20241031,エンカレッジ・テクノロジ,3682,情報・通信業,0.0000%,TOPIX Small 2
20241031,サイバーリンクス,3683,情報・通信業,0.0001%,TOPIX Small 2
20241031,ディー・エル・イー,3686,情報・通信業,0.0000%,TOPIX Small 2
20241031,フィックスターズ,3687,情報・通信業,0.0038%,TOPIX Small 2
20241031,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,3688,情報・通信業,0.0021%,TOPIX Small 2
20241031,オプティム,3694,情報・通信業,0.0016%,TOPIX Small 2
20241031,セレス,3696,情報・通信業,0.0019%,TOPIX Small 2
20241031,ＳＨＩＦＴ,3697,情報・通信業,0.0268%,TOPIX Mid400
20241031,特種東海製紙,3708,パルプ・紙,0.0047%,TOPIX Small 2
20241031,ティーガイア,3738,情報・通信業,0.0058%,TOPIX Small 1
20241031,セック,3741,情報・通信業,0.0018%,TOPIX Small 2
20241031,テクマトリックス,3762,情報・通信業,0.0125%,TOPIX Small 1
20241031,プロシップ,3763,情報・通信業,0.0017%,TOPIX Small 2
20241031,ガンホー・オンライン・エンターテイメント,3765,情報・通信業,0.0220%,TOPIX Mid400
20241031,ＧＭＯペイメントゲートウェイ,3769,情報・通信業,0.0547%,TOPIX Mid400
20241031,ザッパラス,3770,情報・通信業,0.0000%,TOPIX Small 2
20241031,システムリサーチ,3771,情報・通信業,0.0026%,TOPIX Small 2
20241031,インターネットイニシアティブ,3774,情報・通信業,0.0417%,TOPIX Mid400
20241031,さくらインターネット,3778,情報・通信業,0.0192%,TOPIX Small 1
20241031,ＧＭＯグローバルサイン・ホールディングス,3788,情報・通信業,0.0022%,TOPIX Small 2
20241031,ＳＲＡホールディングス,3817,情報・通信業,0.0063%,TOPIX Small 2
20241031,システムインテグレータ,3826,情報・通信業,0.0000%,TOPIX Small 2
20241031,朝日ネット,3834,情報・通信業,0.0018%,TOPIX Small 2
20241031,ｅＢＡＳＥ,3835,情報・通信業,0.0024%,TOPIX Small 2
20241031,アバントグループ,3836,情報・通信業,0.0071%,TOPIX Small 2
20241031,アドソル日進,3837,情報・通信業,0.0020%,TOPIX Small 2
20241031,ＯＤＫソリューションズ,3839,情報・通信業,0.0000%,TOPIX Small 2
20241031,フリービット,3843,情報・通信業,0.0014%,TOPIX Small 2
20241031,コムチュア,3844,情報・通信業,0.0080%,TOPIX Small 1
20241031,アステリア,3853,情報・通信業,0.0010%,TOPIX Small 2
20241031,アイル,3854,情報・通信業,0.0046%,TOPIX Small 2
20241031,王子ホールディングス,3861,パルプ・紙,0.0558%,TOPIX Mid400
20241031,日本製紙,3863,パルプ・紙,0.0121%,TOPIX Small 1
20241031,三菱製紙,3864,パルプ・紙,0.0002%,TOPIX Small 2
20241031,北越コーポレーション,3865,パルプ・紙,0.0223%,TOPIX Small 1
20241031,中越パルプ工業,3877,パルプ・紙,0.0001%,TOPIX Small 2
20241031,巴川コーポレーション,3878,化学,0.0001%,TOPIX Small 2
20241031,大王製紙,3880,パルプ・紙,0.0113%,TOPIX Small 1
20241031,阿波製紙,3896,パルプ・紙,0.0000%,TOPIX Small 2
20241031,マークラインズ,3901,情報・通信業,0.0042%,TOPIX Small 2
20241031,メディカル・データ・ビジョン,3902,情報・通信業,0.0016%,TOPIX Small 2
20241031,ｇｕｍｉ,3903,情報・通信業,0.0013%,TOPIX Small 2
20241031,ショーケース,3909,情報・通信業,0.0000%,TOPIX Small 2
20241031,モバイルファクトリー,3912,情報・通信業,0.0001%,TOPIX Small 2
20241031,テラスカイ,3915,情報・通信業,0.0019%,TOPIX Small 2
20241031,デジタル・インフォメーション・テクノロジー,3916,情報・通信業,0.0028%,TOPIX Small 2
20241031,ＰＣＩホールディングス,3918,情報・通信業,0.0001%,TOPIX Small 2
20241031,アイビーシー,3920,情報・通信業,0.0000%,TOPIX Small 2
20241031,ネオジャパン,3921,情報・通信業,0.0013%,TOPIX Small 2
20241031,ＰＲ　ＴＩＭＥＳ,3922,情報・通信業,0.0008%,TOPIX Small 2
20241031,ラクス,3923,情報・通信業,0.0254%,TOPIX Mid400
20241031,ランドコンピュータ,3924,情報・通信業,0.0001%,TOPIX Small 2
20241031,ダブルスタンダード,3925,情報・通信業,0.0015%,TOPIX Small 2
20241031,オープンドア,3926,情報・通信業,0.0013%,TOPIX Small 2
20241031,マイネット,3928,情報・通信業,0.0000%,TOPIX Small 2
20241031,アカツキ,3932,情報・通信業,0.0027%,TOPIX Small 2
20241031,ベネフィットジャパン,3934,情報・通信業,0.0000%,TOPIX Small 2
20241031,Ｕｂｉｃｏｍホールディングス,3937,情報・通信業,0.0011%,TOPIX Small 2
20241031,カナミックネットワーク,3939,情報・通信業,0.0018%,TOPIX Small 2
20241031,ノムラシステムコーポレーション,3940,情報・通信業,0.0000%,TOPIX Small 2
20241031,レンゴー,3941,パルプ・紙,0.0219%,TOPIX Mid400
20241031,トーモク,3946,パルプ・紙,0.0035%,TOPIX Small 2
20241031,ザ・パック,3950,パルプ・紙,0.0072%,TOPIX Small 2
20241031,チェンジホールディングス,3962,情報・通信業,0.0078%,TOPIX Small 1
20241031,シンクロ・フード,3963,情報・通信業,0.0001%,TOPIX Small 2
20241031,オークネット,3964,情報・通信業,0.0029%,TOPIX Small 2
20241031,キャピタル・アセット・プランニング,3965,情報・通信業,0.0000%,TOPIX Small 2
20241031,セグエグループ,3968,情報・通信業,0.0002%,TOPIX Small 2
20241031,エイトレッド,3969,情報・通信業,0.0001%,TOPIX Small 2
20241031,マクロミル,3978,情報・通信業,0.0042%,TOPIX Small 1
20241031,ビーグリー,3981,情報・通信業,0.0001%,TOPIX Small 2
20241031,オロ,3983,情報・通信業,0.0026%,TOPIX Small 2
20241031,ユーザーローカル,3984,情報・通信業,0.0021%,TOPIX Small 2
20241031,テモナ,3985,情報・通信業,0.0000%,TOPIX Small 2
20241031,ニーズウェル,3992,情報・通信業,0.0001%,TOPIX Small 2
20241031,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,3993,情報・通信業,0.0075%,TOPIX Small 2
20241031,マネーフォワード,3994,情報・通信業,0.0321%,TOPIX Mid400
20241031,サインポスト,3996,情報・通信業,0.0001%,TOPIX Small 2
20241031,レゾナック・ホールディングス,4004,化学,0.0866%,TOPIX Mid400
20241031,住友化学,4005,化学,0.0855%,TOPIX Mid400
20241031,住友精化,4008,化学,0.0062%,TOPIX Small 1
20241031,日産化学,4021,化学,0.0694%,TOPIX Mid400
20241031,ラサ工業,4022,化学,0.0026%,TOPIX Small 2
20241031,クレハ,4023,化学,0.0152%,TOPIX Small 1
20241031,多木化学,4025,化学,0.0037%,TOPIX Small 2
20241031,テイカ,4027,化学,0.0031%,TOPIX Small 2
20241031,石原産業,4028,化学,0.0064%,TOPIX Small 1
20241031,片倉コープアグリ,4031,化学,0.0001%,TOPIX Small 2
20241031,日本曹達,4041,化学,0.0140%,TOPIX Small 1
20241031,東ソー,4042,化学,0.0661%,TOPIX Mid400
20241031,トクヤマ,4043,化学,0.0227%,TOPIX Mid400
20241031,セントラル硝子,4044,化学,0.0115%,TOPIX Small 1
20241031,東亞合成,4045,化学,0.0195%,TOPIX Mid400
20241031,大阪ソーダ,4046,化学,0.0147%,TOPIX Small 1
20241031,関東電化工業,4047,化学,0.0055%,TOPIX Small 1
20241031,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,4053,情報・通信業,0.0010%,TOPIX Small 2
20241031,デンカ,4061,化学,0.0204%,TOPIX Mid400
20241031,イビデン,4062,電気機器,0.0745%,TOPIX Mid400
20241031,信越化学工業,4063,化学,1.3380%,TOPIX Core30
20241031,日本カーバイド工業,4064,化学,0.0023%,TOPIX Small 2
20241031,プラスアルファ・コンサルティング,4071,情報・通信業,0.0071%,TOPIX Small 1
20241031,電算システムホールディングス,4072,情報・通信業,0.0030%,TOPIX Small 2
20241031,堺化学工業,4078,化学,0.0050%,TOPIX Small 1
20241031,第一稀元素化学工業,4082,化学,0.0022%,TOPIX Small 2
20241031,エア・ウォーター,4088,化学,0.0472%,TOPIX Mid400
20241031,日本酸素ホールディングス,4091,化学,0.1353%,TOPIX Mid400
20241031,日本化学工業,4092,化学,0.0026%,TOPIX Small 2
20241031,東邦アセチレン,4093,化学,0.0001%,TOPIX Small 2
20241031,日本パーカライジング,4095,化学,0.0150%,TOPIX Small 1
20241031,高圧ガス工業,4097,化学,0.0034%,TOPIX Small 2
20241031,チタン工業,4098,化学,0.0000%,TOPIX Small 2
20241031,四国化成ホールディングス,4099,化学,0.0061%,TOPIX Small 2
20241031,戸田工業,4100,化学,0.0010%,TOPIX Small 2
20241031,ステラ　ケミファ,4109,化学,0.0064%,TOPIX Small 1
20241031,保土谷化学工業,4112,化学,0.0036%,TOPIX Small 2
20241031,日本触媒,4114,化学,0.0286%,TOPIX Mid400
20241031,大日精化工業,4116,化学,0.0053%,TOPIX Small 2
20241031,カネカ,4118,化学,0.0241%,TOPIX Mid400
20241031,協和キリン,4151,医薬品,0.0791%,TOPIX Mid400
20241031,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,4180,情報・通信業,0.0132%,TOPIX Small 1
20241031,三菱瓦斯化学,4182,化学,0.0565%,TOPIX Mid400
20241031,三井化学,4183,化学,0.0821%,TOPIX Mid400
20241031,東京応化工業,4186,化学,0.0447%,TOPIX Mid400
20241031,大阪有機化学工業,4187,化学,0.0064%,TOPIX Small 1
20241031,三菱ケミカルグループ,4188,化学,0.1575%,TOPIX Large70
20241031,ＫＨネオケム,4189,化学,0.0097%,TOPIX Small 1
20241031,ビジョナル,4194,情報・通信業,0.0253%,TOPIX Mid400
20241031,ダイセル,4202,化学,0.0402%,TOPIX Mid400
20241031,住友ベークライト,4203,化学,0.0331%,TOPIX Mid400
20241031,積水化学工業,4204,化学,0.1120%,TOPIX Mid400
20241031,日本ゼオン,4205,化学,0.0286%,TOPIX Mid400
20241031,アイカ工業,4206,化学,0.0217%,TOPIX Mid400
20241031,ＵＢＥ,4208,化学,0.0339%,TOPIX Mid400
20241031,積水樹脂,4212,化学,0.0081%,TOPIX Small 1
20241031,旭有機材,4216,化学,0.0071%,TOPIX Small 1
20241031,ニチバン,4218,化学,0.0031%,TOPIX Small 2
20241031,リケンテクノス,4220,化学,0.0051%,TOPIX Small 2
20241031,大倉工業,4221,化学,0.0033%,TOPIX Small 2
20241031,積水化成品工業,4228,化学,0.0014%,TOPIX Small 2
20241031,群栄化学工業,4229,化学,0.0017%,TOPIX Small 2
20241031,タイガースポリマー,4231,化学,0.0001%,TOPIX Small 2
20241031,ミライアル,4238,化学,0.0001%,TOPIX Small 2
20241031,ダイキアクシス,4245,化学,0.0001%,TOPIX Small 2
20241031,ダイキョーニシカワ,4246,化学,0.0037%,TOPIX Small 2
20241031,竹本容器,4248,化学,0.0001%,TOPIX Small 2
20241031,森六ホールディングス,4249,化学,0.0034%,TOPIX Small 2
20241031,恵和,4251,化学,0.0018%,TOPIX Small 2
20241031,日本化薬,4272,化学,0.0220%,TOPIX Mid400
20241031,カーリット,4275,化学,0.0033%,TOPIX Small 2
20241031,ソルクシーズ,4284,情報・通信業,0.0001%,TOPIX Small 2
20241031,ＣＬホールディングス,4286,サービス業,0.0006%,TOPIX Small 2
20241031,プレステージ・インターナショナル,4290,サービス業,0.0085%,TOPIX Small 1
20241031,フェイス,4295,情報・通信業,0.0000%,TOPIX Small 2
20241031,プロトコーポレーション,4298,サービス業,0.0041%,TOPIX Small 2
20241031,ハイマックス,4299,情報・通信業,0.0011%,TOPIX Small 2
20241031,アミューズ,4301,サービス業,0.0022%,TOPIX Small 2
20241031,野村総合研究所,4307,情報・通信業,0.2583%,TOPIX Mid400
20241031,ドリームインキュベータ,4310,サービス業,0.0015%,TOPIX Small 2
20241031,クイック,4318,サービス業,0.0037%,TOPIX Small 2
20241031,ＴＡＣ,4319,サービス業,0.0000%,TOPIX Small 2
20241031,ＣＥホールディングス,4320,情報・通信業,0.0001%,TOPIX Small 2
20241031,日本システム技術,4323,情報・通信業,0.0044%,TOPIX Small 2
