日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20241031,Ｇｕｎｏｓｙ,6047,サービス業,0.0015%,TOPIX Small 2
20241031,デザインワン・ジャパン,6048,サービス業,0.0000%,TOPIX Small 2
20241031,イー・ガーディアン,6050,サービス業,0.0023%,TOPIX Small 2
20241031,リブセンス,6054,サービス業,0.0000%,TOPIX Small 2
20241031,ジャパンマテリアル,6055,サービス業,0.0152%,TOPIX Small 1
20241031,ベクトル,6058,サービス業,0.0035%,TOPIX Small 2
20241031,ウチヤマホールディングス,6059,サービス業,0.0000%,TOPIX Small 2
20241031,チャーム・ケア・コーポレーション,6062,サービス業,0.0028%,TOPIX Small 2
20241031,キャリアリンク,6070,サービス業,0.0024%,TOPIX Small 2
20241031,ＩＢＪ,6071,サービス業,0.0013%,TOPIX Small 2
20241031,アサンテ,6073,サービス業,0.0022%,TOPIX Small 2
20241031,バリューＨＲ,6078,サービス業,0.0041%,TOPIX Small 2
20241031,Ｍ＆Ａキャピタルパートナーズ,6080,サービス業,0.0047%,TOPIX Small 1
20241031,ライドオンエクスプレスホールディングス,6082,サービス業,0.0011%,TOPIX Small 2
20241031,ＥＲＩホールディングス,6083,サービス業,0.0002%,TOPIX Small 2
20241031,アビスト,6087,サービス業,0.0001%,TOPIX Small 2
20241031,シグマクシス・ホールディングス,6088,サービス業,0.0067%,TOPIX Small 1
20241031,ウィルグループ,6089,サービス業,0.0022%,TOPIX Small 2
20241031,エスクロー・エージェント・ジャパン,6093,サービス業,0.0000%,TOPIX Small 2
20241031,メドピア,6095,サービス業,0.0012%,TOPIX Small 2
20241031,レアジョブ,6096,サービス業,0.0000%,TOPIX Small 2
20241031,リクルートホールディングス,6098,サービス業,1.9790%,TOPIX Core30
20241031,エラン,6099,サービス業,0.0031%,TOPIX Small 2
20241031,ツガミ,6101,機械,0.0080%,TOPIX Small 1
20241031,オークマ,6103,機械,0.0143%,TOPIX Small 1
20241031,芝浦機械,6104,機械,0.0129%,TOPIX Small 1
20241031,アマダ,6113,機械,0.0551%,TOPIX Mid400
20241031,アイダエンジニアリング,6118,機械,0.0047%,TOPIX Small 1
20241031,ＦＵＪＩ,6134,機械,0.0259%,TOPIX Mid400
20241031,牧野フライス製作所,6135,機械,0.0167%,TOPIX Small 1
20241031,オーエスジー,6136,機械,0.0208%,TOPIX Mid400
20241031,ダイジェット工業,6138,機械,0.0000%,TOPIX Small 2
20241031,旭ダイヤモンド工業,6140,機械,0.0056%,TOPIX Small 1
20241031,ＤＭＧ森精機,6141,機械,0.0488%,TOPIX Mid400
20241031,ソディック,6143,機械,0.0053%,TOPIX Small 1
20241031,ディスコ,6146,機械,0.5598%,TOPIX Large70
20241031,日東工器,6151,機械,0.0026%,TOPIX Small 2
20241031,日進工具,6157,機械,0.0016%,TOPIX Small 2
20241031,パンチ工業,6165,機械,0.0001%,TOPIX Small 2
20241031,冨士ダイス,6167,機械,0.0015%,TOPIX Small 2
20241031,土木管理総合試験所,6171,サービス業,0.0000%,TOPIX Small 2
20241031,日本郵政,6178,サービス業,0.4224%,TOPIX Large70
20241031,ベルシステム２４ホールディングス,6183,サービス業,0.0038%,TOPIX Small 1
20241031,鎌倉新書,6184,サービス業,0.0012%,TOPIX Small 2
20241031,ＳＭＮ,6185,サービス業,0.0000%,TOPIX Small 2
20241031,一蔵,6186,サービス業,0.0000%,TOPIX Small 2
20241031,グローバルキッズＣＯＭＰＡＮＹ,6189,サービス業,0.0000%,TOPIX Small 2
20241031,エアトリ,6191,サービス業,0.0020%,TOPIX Small 2
20241031,アトラエ,6194,サービス業,0.0015%,TOPIX Small 2
20241031,ストライク,6196,サービス業,0.0049%,TOPIX Small 1
20241031,ソラスト,6197,サービス業,0.0036%,TOPIX Small 1
20241031,セラク,6199,サービス業,0.0011%,TOPIX Small 2
20241031,インソース,6200,サービス業,0.0056%,TOPIX Small 1
20241031,豊田自動織機,6201,輸送用機器,0.2381%,TOPIX Mid400
20241031,豊和工業,6203,機械,0.0002%,TOPIX Small 2
20241031,石川製作所,6208,機械,0.0001%,TOPIX Small 2
20241031,リケンＮＰＲ,6209,機械,0.0078%,TOPIX Small 1
20241031,東洋機械金属,6210,機械,0.0002%,TOPIX Small 2
20241031,津田駒工業,6217,機械,0.0000%,TOPIX Small 2
20241031,エンシュウ,6218,機械,0.0000%,TOPIX Small 2
20241031,島精機製作所,6222,機械,0.0048%,TOPIX Small 1
20241031,オプトラン,6235,機械,0.0083%,TOPIX Small 1
20241031,イワキ,6237,機械,0.0050%,TOPIX Small 2
20241031,フリュー,6238,機械,0.0027%,TOPIX Small 2
20241031,ヤマシンフィルタ,6240,機械,0.0026%,TOPIX Small 2
20241031,日阪製作所,6247,機械,0.0032%,TOPIX Small 2
20241031,やまびこ,6250,機械,0.0107%,TOPIX Small 1
20241031,野村マイクロ・サイエンス,6254,機械,0.0093%,TOPIX Small 1
20241031,平田機工,6258,機械,0.0062%,TOPIX Small 1
20241031,ＰＥＧＡＳＵＳ,6262,機械,0.0014%,TOPIX Small 2
20241031,マルマエ,6264,機械,0.0019%,TOPIX Small 2
20241031,タツモ,6266,機械,0.0069%,TOPIX Small 1
20241031,ナブテスコ,6268,機械,0.0410%,TOPIX Mid400
20241031,三井海洋開発,6269,機械,0.0112%,TOPIX Small 1
20241031,レオン自動機,6272,機械,0.0039%,TOPIX Small 2
20241031,ＳＭＣ,6273,機械,0.5180%,TOPIX Large70
20241031,ホソカワミクロン,6277,機械,0.0074%,TOPIX Small 1
20241031,ユニオンツール,6278,機械,0.0083%,TOPIX Small 1
20241031,瑞光,6279,機械,0.0023%,TOPIX Small 2
20241031,オイレス工業,6282,機械,0.0071%,TOPIX Small 2
20241031,日精エー・エス・ビー機械,6284,機械,0.0042%,TOPIX Small 1
20241031,サトーホールディングス,6287,機械,0.0070%,TOPIX Small 1
20241031,技研製作所,6289,機械,0.0043%,TOPIX Small 1
20241031,日本エアーテック,6291,機械,0.0015%,TOPIX Small 2
20241031,カワタ,6292,機械,0.0001%,TOPIX Small 2
20241031,日精樹脂工業,6293,機械,0.0016%,TOPIX Small 2
20241031,オカダアイヨン,6294,機械,0.0002%,TOPIX Small 2
20241031,ワイエイシイホールディングス,6298,機械,0.0029%,TOPIX Small 2
20241031,小松製作所,6301,機械,0.5293%,TOPIX Large70
20241031,住友重機械工業,6302,機械,0.0533%,TOPIX Mid400
20241031,日立建機,6305,機械,0.0349%,TOPIX Mid400
20241031,日工,6306,機械,0.0027%,TOPIX Small 2
20241031,巴工業,6309,機械,0.0038%,TOPIX Small 2
20241031,井関農機,6310,機械,0.0024%,TOPIX Small 2
20241031,ＴＯＷＡ,6315,機械,0.0162%,TOPIX Small 1
20241031,丸山製作所,6316,機械,0.0001%,TOPIX Small 2
20241031,北川鉄工所,6317,機械,0.0013%,TOPIX Small 2
20241031,シンニッタン,6319,鉄鋼,0.0001%,TOPIX Small 2
20241031,ローツェ,6323,機械,0.0315%,TOPIX Mid400
20241031,タカキタ,6325,機械,0.0000%,TOPIX Small 2
20241031,クボタ,6326,機械,0.2694%,TOPIX Large70
20241031,荏原実業,6328,機械,0.0051%,TOPIX Small 2
20241031,東洋エンジニアリング,6330,建設業,0.0028%,TOPIX Small 2
20241031,三菱化工機,6331,機械,0.0033%,TOPIX Small 2
20241031,月島ホールディングス,6332,機械,0.0049%,TOPIX Small 2
20241031,帝国電機製作所,6333,機械,0.0051%,TOPIX Small 2
20241031,東京機械製作所,6335,機械,0.0000%,TOPIX Small 2
20241031,新東工業,6339,機械,0.0059%,TOPIX Small 2
20241031,澁谷工業,6340,機械,0.0091%,TOPIX Small 2
20241031,アイチ　コーポレーション,6345,機械,0.0052%,TOPIX Small 2
20241031,小森コーポレーション,6349,機械,0.0072%,TOPIX Small 2
20241031,鶴見製作所,6351,機械,0.0086%,TOPIX Small 2
20241031,日本ギア工業,6356,機械,0.0001%,TOPIX Small 2
20241031,酒井重工業,6358,機械,0.0025%,TOPIX Small 2
20241031,荏原製作所,6361,機械,0.1261%,TOPIX Mid400
20241031,石井鐵工所,6362,機械,0.0002%,TOPIX Small 2
20241031,酉島製作所,6363,機械,0.0063%,TOPIX Small 1
20241031,北越工業,6364,機械,0.0050%,TOPIX Small 2
20241031,ダイキン工業,6367,機械,0.6349%,TOPIX Core30
20241031,オルガノ,6368,機械,0.0294%,TOPIX Small 1
20241031,トーヨーカネツ,6369,機械,0.0043%,TOPIX Small 2
20241031,栗田工業,6370,機械,0.0846%,TOPIX Mid400
20241031,椿本チエイン,6371,機械,0.0230%,TOPIX Small 1
20241031,大同工業,6373,機械,0.0001%,TOPIX Small 2
20241031,日機装,6376,精密機器,0.0069%,TOPIX Small 1
20241031,木村化工機,6378,機械,0.0015%,TOPIX Small 2
20241031,レイズネクスト,6379,建設業,0.0058%,TOPIX Small 2
20241031,アネスト岩田,6381,機械,0.0063%,TOPIX Small 2
20241031,ダイフク,6383,機械,0.1293%,TOPIX Mid400
20241031,サムコ,6387,機械,0.0021%,TOPIX Small 2
20241031,加藤製作所,6390,機械,0.0002%,TOPIX Small 2
20241031,油研工業,6393,機械,0.0001%,TOPIX Small 2
20241031,タダノ,6395,機械,0.0148%,TOPIX Mid400
20241031,フジテック,6406,機械,0.0465%,TOPIX Mid400
20241031,ＣＫＤ,6407,機械,0.0192%,TOPIX Small 1
20241031,平和,6412,機械,0.0181%,TOPIX Small 1
20241031,理想科学工業,6413,機械,0.0074%,TOPIX Small 2
20241031,ＳＡＮＫＹＯ,6417,機械,0.0616%,TOPIX Mid400
20241031,日本金銭機械,6418,機械,0.0029%,TOPIX Small 2
20241031,マースグループホールディングス,6419,機械,0.0056%,TOPIX Small 1
20241031,フクシマガリレイ,6420,機械,0.0106%,TOPIX Small 2
20241031,オーイズミ,6428,機械,0.0000%,TOPIX Small 2
20241031,ダイコク電機,6430,機械,0.0039%,TOPIX Small 1
20241031,竹内製作所,6432,機械,0.0229%,TOPIX Small 1
20241031,アマノ,6436,機械,0.0329%,TOPIX Mid400
20241031,ＪＵＫＩ,6440,機械,0.0016%,TOPIX Small 2
20241031,サンデン,6444,機械,0.0001%,TOPIX Small 2
20241031,ジャノメ,6445,機械,0.0021%,TOPIX Small 2
20241031,ブラザー工業,6448,電気機器,0.1052%,TOPIX Mid400
20241031,マックス,6454,機械,0.0114%,TOPIX Small 1
20241031,モリタホールディングス,6455,輸送用機器,0.0084%,TOPIX Small 2
20241031,グローリー,6457,機械,0.0171%,TOPIX Mid400
20241031,新晃工業,6458,機械,0.0116%,TOPIX Small 1
20241031,大和冷機工業,6459,機械,0.0058%,TOPIX Small 2
20241031,セガサミーホールディングス,6460,機械,0.0675%,TOPIX Mid400
20241031,ＴＰＲ,6463,機械,0.0077%,TOPIX Small 1
20241031,ツバキ・ナカシマ,6464,機械,0.0045%,TOPIX Small 1
20241031,ホシザキ,6465,機械,0.0853%,TOPIX Mid400
20241031,大豊工業,6470,機械,0.0014%,TOPIX Small 2
20241031,日本精工,6471,機械,0.0339%,TOPIX Mid400
20241031,ＮＴＮ,6472,機械,0.0158%,TOPIX Mid400
20241031,ジェイテクト,6473,機械,0.0243%,TOPIX Mid400
20241031,不二越,6474,機械,0.0062%,TOPIX Small 1
20241031,ミネベアミツミ,6479,電気機器,0.1251%,TOPIX Mid400
20241031,日本トムソン,6480,機械,0.0034%,TOPIX Small 2
20241031,ＴＨＫ,6481,機械,0.0387%,TOPIX Mid400
20241031,ユーシン精機,6482,機械,0.0016%,TOPIX Small 2
20241031,前澤給装工業,6485,機械,0.0023%,TOPIX Small 2
20241031,イーグル工業,6486,機械,0.0059%,TOPIX Small 1
20241031,前澤工業,6489,機械,0.0002%,TOPIX Small 2
20241031,ＰＩＬＬＡＲ,6490,機械,0.0105%,TOPIX Small 1
20241031,キッツ,6498,機械,0.0093%,TOPIX Small 1
20241031,日立製作所,6501,電気機器,2.6414%,TOPIX Core30
20241031,三菱電機,6503,電気機器,0.6348%,TOPIX Core30
20241031,富士電機,6504,電気機器,0.1264%,TOPIX Mid400
20241031,東洋電機製造,6505,電気機器,0.0001%,TOPIX Small 2
20241031,安川電機,6506,電気機器,0.1265%,TOPIX Mid400
20241031,シンフォニアテクノロジー,6507,電気機器,0.0136%,TOPIX Small 1
20241031,明電舎,6508,電気機器,0.0180%,TOPIX Small 1
20241031,オリジン,6513,電気機器,0.0001%,TOPIX Small 2
20241031,山洋電気,6516,電気機器,0.0101%,TOPIX Small 1
20241031,デンヨー,6517,電気機器,0.0051%,TOPIX Small 2
20241031,ＰＨＣホールディングス,6523,電気機器,0.0049%,TOPIX Small 1
20241031,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,電気機器,0.0531%,TOPIX Mid400
20241031,ソシオネクスト,6526,電気機器,0.0761%,TOPIX Mid400
20241031,ベイカレント,6532,サービス業,0.0973%,TOPIX Mid400
20241031,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,サービス業,0.0005%,TOPIX Small 2
20241031,アイモバイル,6535,サービス業,0.0017%,TOPIX Small 2
20241031,ディスラプターズ,6538,サービス業,0.0000%,TOPIX Small 2
20241031,ＭＳ－Ｊａｐａｎ,6539,サービス業,0.0015%,TOPIX Small 2
20241031,船場,6540,サービス業,0.0001%,TOPIX Small 2
20241031,ジャパンエレベーターサービスホールディングス,6544,サービス業,0.0305%,TOPIX Small 1
20241031,フルテック,6546,サービス業,0.0000%,TOPIX Small 2
20241031,グリーンズ,6547,サービス業,0.0002%,TOPIX Small 2
20241031,ツナググループ・ホールディングス,6551,サービス業,0.0001%,TOPIX Small 2
20241031,ＧａｍｅＷｉｔｈ,6552,サービス業,0.0000%,TOPIX Small 2
20241031,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,6555,サービス業,0.0000%,TOPIX Small 2
20241031,エル・ティー・エス,6560,サービス業,0.0006%,TOPIX Small 2
20241031,ミダックホールディングス,6564,サービス業,0.0030%,TOPIX Small 2
20241031,キュービーネットホールディングス,6571,サービス業,0.0015%,TOPIX Small 2
20241031,オープングループ,6572,サービス業,0.0008%,TOPIX Small 2
20241031,三櫻工業,6584,輸送用機器,0.0026%,TOPIX Small 2
20241031,マキタ,6586,機械,0.1643%,TOPIX Mid400
20241031,東芝テック,6588,電気機器,0.0137%,TOPIX Small 1
20241031,芝浦メカトロニクス,6590,電気機器,0.0206%,TOPIX Small 1
20241031,マブチモーター,6592,電気機器,0.0252%,TOPIX Mid400
20241031,ニデック,6594,電気機器,0.3551%,TOPIX Large70
20241031,ユー・エム・シー・エレクトロニクス,6615,電気機器,0.0006%,TOPIX Small 2
20241031,トレックス・セミコンダクター,6616,電気機器,0.0019%,TOPIX Small 2
20241031,東光高岳,6617,電気機器,0.0028%,TOPIX Small 2
20241031,ダブル・スコープ,6619,電気機器,0.0029%,TOPIX Small 2
20241031,宮越ホールディングス,6620,不動産業,0.0021%,TOPIX Small 2
20241031,ダイヘン,6622,電気機器,0.0160%,TOPIX Small 1
20241031,ヤーマン,6630,電気機器,0.0043%,TOPIX Small 1
20241031,ＪＶＣケンウッド,6632,電気機器,0.0249%,TOPIX Mid400
20241031,ミマキエンジニアリング,6638,電気機器,0.0030%,TOPIX Small 2
20241031,Ｉ－ＰＥＸ,6640,電気機器,0.0023%,TOPIX Small 2
20241031,大崎電気工業,6644,電気機器,0.0045%,TOPIX Small 2
20241031,オムロン,6645,電気機器,0.1461%,TOPIX Mid400
20241031,日東工業,6651,電気機器,0.0104%,TOPIX Small 1
20241031,ＩＤＥＣ,6652,電気機器,0.0096%,TOPIX Small 1
20241031,正興電機製作所,6653,電気機器,0.0001%,TOPIX Small 2
20241031,不二電機工業,6654,電気機器,0.0001%,TOPIX Small 2
20241031,ジーエス・ユアサ　コーポレーション,6674,電気機器,0.0320%,TOPIX Mid400
20241031,サクサ,6675,電気機器,0.0002%,TOPIX Small 2
20241031,メルコホールディングス,6676,電気機器,0.0015%,TOPIX Small 2
20241031,テクノメディカ,6678,電気機器,0.0009%,TOPIX Small 2
20241031,ダイヤモンドエレクトリックホールディングス,6699,電気機器,0.0006%,TOPIX Small 2
20241031,日本電気,6701,電気機器,0.4893%,TOPIX Large70
20241031,富士通,6702,電気機器,0.7128%,TOPIX Large70
20241031,沖電気工業,6703,電気機器,0.0128%,TOPIX Small 1
20241031,電気興業,6706,電気機器,0.0020%,TOPIX Small 2
20241031,サンケン電気,6707,電気機器,0.0163%,TOPIX Mid400
20241031,ナカヨ,6715,電気機器,0.0001%,TOPIX Small 2
20241031,アイホン,6718,電気機器,0.0047%,TOPIX Small 2
20241031,ルネサスエレクトロニクス,6723,電気機器,0.4202%,TOPIX Large70
20241031,セイコーエプソン,6724,電気機器,0.0942%,TOPIX Mid400
20241031,ワコム,6727,電気機器,0.0131%,TOPIX Small 1
20241031,アルバック,6728,電気機器,0.0421%,TOPIX Mid400
20241031,アクセル,6730,電気機器,0.0019%,TOPIX Small 2
20241031,ＥＩＺＯ,6737,電気機器,0.0077%,TOPIX Small 1
20241031,ジャパンディスプレイ,6740,電気機器,0.0025%,TOPIX Small 2
20241031,日本信号,6741,電気機器,0.0056%,TOPIX Small 2
20241031,京三製作所,6742,電気機器,0.0033%,TOPIX Small 2
20241031,能美防災,6744,電気機器,0.0107%,TOPIX Small 2
20241031,ホーチキ,6745,電気機器,0.0036%,TOPIX Small 2
20241031,星和電機,6748,電気機器,0.0001%,TOPIX Small 2
20241031,エレコム,6750,電気機器,0.0090%,TOPIX Small 1
20241031,パナソニック　ホールディングス,6752,電気機器,0.3823%,TOPIX Large70
20241031,シャープ,6753,電気機器,0.0354%,TOPIX Mid400
20241031,アンリツ,6754,電気機器,0.0214%,TOPIX Mid400
20241031,富士通ゼネラル,6755,電気機器,0.0142%,TOPIX Small 1
20241031,ソニーグループ,6758,電気機器,2.4685%,TOPIX Core30
20241031,ＴＤＫ,6762,電気機器,0.4160%,TOPIX Large70
20241031,帝国通信工業,6763,電気機器,0.0031%,TOPIX Small 2
20241031,タムラ製作所,6768,電気機器,0.0058%,TOPIX Small 1
20241031,アルプスアルパイン,6770,電気機器,0.0323%,TOPIX Mid400
20241031,池上通信機,6771,電気機器,0.0001%,TOPIX Small 2
20241031,日本電波工業,6779,電気機器,0.0026%,TOPIX Small 2
20241031,鈴木,6785,電気機器,0.0026%,TOPIX Small 2
20241031,メイコー,6787,電気機器,0.0159%,TOPIX Small 1
20241031,日本トリム,6788,電気機器,0.0021%,TOPIX Small 2
20241031,フォスター電機,6794,電気機器,0.0046%,TOPIX Small 2
20241031,ＳＭＫ,6798,電気機器,0.0015%,TOPIX Small 2
20241031,ヨコオ,6800,電気機器,0.0036%,TOPIX Small 1
20241031,ティアック,6803,電気機器,0.0000%,TOPIX Small 2
20241031,ホシデン,6804,電気機器,0.0150%,TOPIX Small 1
20241031,ヒロセ電機,6806,電気機器,0.0699%,TOPIX Mid400
20241031,日本航空電子工業,6807,電気機器,0.0195%,TOPIX Small 1
20241031,ＴＯＡ,6809,電気機器,0.0026%,TOPIX Small 2
20241031,マクセル,6810,電気機器,0.0099%,TOPIX Small 1
20241031,古野電気,6814,電気機器,0.0077%,TOPIX Small 1
20241031,スミダコーポレーション,6817,電気機器,0.0033%,TOPIX Small 2
20241031,アイコム,6820,電気機器,0.0029%,TOPIX Small 2
20241031,リオン,6823,電気機器,0.0027%,TOPIX Small 2
20241031,横河電機,6841,電気機器,0.0983%,TOPIX Mid400
20241031,新電元工業,6844,電気機器,0.0024%,TOPIX Small 2
20241031,アズビル,6845,電気機器,0.0855%,TOPIX Mid400
20241031,東亜ディーケーケー,6848,電気機器,0.0001%,TOPIX Small 2
20241031,日本光電工業,6849,電気機器,0.0530%,TOPIX Mid400
20241031,チノー,6850,電気機器,0.0023%,TOPIX Small 2
20241031,共和電業,6853,電気機器,0.0001%,TOPIX Small 2
20241031,日本電子材料,6855,電気機器,0.0040%,TOPIX Small 2
20241031,堀場製作所,6856,電気機器,0.0470%,TOPIX Mid400
20241031,アドバンテスト,6857,電気機器,0.7462%,TOPIX Large70
20241031,小野測器,6858,電気機器,0.0001%,TOPIX Small 2
20241031,エスペック,6859,電気機器,0.0062%,TOPIX Small 1
20241031,キーエンス,6861,電気機器,1.8069%,TOPIX Core30
20241031,日置電機,6866,電気機器,0.0112%,TOPIX Small 1
20241031,シスメックス,6869,電気機器,0.1912%,TOPIX Large70
20241031,日本マイクロニクス,6871,電気機器,0.0168%,TOPIX Small 1
20241031,メガチップス,6875,電気機器,0.0110%,TOPIX Small 1
20241031,ＯＢＡＲＡ　ＧＲＯＵＰ,6877,電気機器,0.0068%,TOPIX Small 2
20241031,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,6879,情報・通信業,0.0014%,TOPIX Small 2
20241031,澤藤電機,6901,電気機器,0.0000%,TOPIX Small 2
20241031,デンソー,6902,輸送用機器,0.6087%,TOPIX Large70
20241031,原田工業,6904,電気機器,0.0001%,TOPIX Small 2
20241031,コーセル,6905,電気機器,0.0034%,TOPIX Small 2
20241031,イリソ電子工業,6908,電気機器,0.0072%,TOPIX Small 1
20241031,オプテックスグループ,6914,電気機器,0.0078%,TOPIX Small 1
20241031,千代田インテグレ,6915,電気機器,0.0030%,TOPIX Small 2
20241031,レーザーテック,6920,電気機器,0.2785%,TOPIX Large70
20241031,スタンレー電気,6923,電気機器,0.0427%,TOPIX Mid400
20241031,ウシオ電機,6925,電気機器,0.0242%,TOPIX Mid400
20241031,岡谷電機産業,6926,電気機器,0.0001%,TOPIX Small 2
20241031,ヘリオス　テクノ　ホールディング,6927,電気機器,0.0003%,TOPIX Small 2
20241031,エノモト,6928,電気機器,0.0001%,TOPIX Small 2
20241031,日本セラミック,6929,電気機器,0.0061%,TOPIX Small 1
20241031,遠藤照明,6932,電気機器,0.0002%,TOPIX Small 2
20241031,古河電池,6937,電気機器,0.0026%,TOPIX Small 2
20241031,山一電機,6941,電気機器,0.0055%,TOPIX Small 1
20241031,図研,6947,電気機器,0.0086%,TOPIX Small 1
20241031,日本電子,6951,電気機器,0.0348%,TOPIX Mid400
20241031,カシオ計算機,6952,電気機器,0.0231%,TOPIX Mid400
20241031,ファナック,6954,電気機器,0.5156%,TOPIX Large70
20241031,日本シイエムケイ,6958,電気機器,0.0031%,TOPIX Small 2
20241031,エンプラス,6961,電気機器,0.0052%,TOPIX Small 1
20241031,大真空,6962,電気機器,0.0019%,TOPIX Small 2
20241031,ローム,6963,電気機器,0.0805%,TOPIX Mid400
20241031,浜松ホトニクス,6965,電気機器,0.0846%,TOPIX Mid400
20241031,三井ハイテック,6966,電気機器,0.0095%,TOPIX Small 1
20241031,新光電気工業,6967,電気機器,0.0500%,TOPIX Mid400
20241031,京セラ,6971,電気機器,0.2530%,TOPIX Large70
20241031,協栄産業,6973,卸売業,0.0001%,TOPIX Small 2
20241031,太陽誘電,6976,電気機器,0.0311%,TOPIX Mid400
20241031,村田製作所,6981,電気機器,0.6259%,TOPIX Core30
20241031,双葉電子工業,6986,電気機器,0.0025%,TOPIX Small 2
20241031,日東電工,6988,化学,0.2100%,TOPIX Mid400
20241031,北陸電気工業,6989,電気機器,0.0001%,TOPIX Small 2
20241031,東海理化電機製作所,6995,輸送用機器,0.0159%,TOPIX Small 1
20241031,ニチコン,6996,電気機器,0.0068%,TOPIX Small 1
20241031,日本ケミコン,6997,電気機器,0.0034%,TOPIX Small 2
20241031,ＫＯＡ,6999,電気機器,0.0044%,TOPIX Small 1
20241031,三井Ｅ＆Ｓ,7003,機械,0.0158%,TOPIX Small 1
20241031,カナデビア,7004,機械,0.0226%,TOPIX Small 1
20241031,三菱重工業,7011,機械,1.0025%,TOPIX Core30
20241031,川崎重工業,7012,輸送用機器,0.1160%,TOPIX Mid400
20241031,ＩＨＩ,7013,機械,0.1730%,TOPIX Mid400
20241031,名村造船所,7014,輸送用機器,0.0120%,TOPIX Small 1
20241031,サノヤスホールディングス,7022,機械,0.0001%,TOPIX Small 2
20241031,スプリックス,7030,サービス業,0.0001%,TOPIX Small 2
20241031,マネジメントソリューションズ,7033,サービス業,0.0025%,TOPIX Small 2
20241031,プロレド・パートナーズ,7034,サービス業,0.0003%,TOPIX Small 2
20241031,ａｎｄ　ｆａｃｔｏｒｙ,7035,サービス業,0.0000%,TOPIX Small 2
20241031,テノ．ホールディングス,7037,サービス業,0.0000%,TOPIX Small 2
20241031,フロンティア・マネジメント,7038,サービス業,0.0009%,TOPIX Small 2
20241031,ピアラ,7044,サービス業,0.0000%,TOPIX Small 2
20241031,コプロ・ホールディングス,7059,サービス業,0.0002%,TOPIX Small 2
20241031,ギークス,7060,サービス業,0.0000%,TOPIX Small 2
20241031,アンビスホールディングス,7071,サービス業,0.0114%,TOPIX Small 1
20241031,カーブスホールディングス,7085,サービス業,0.0059%,TOPIX Small 1
20241031,フォーラムエンジニアリング,7088,サービス業,0.0027%,TOPIX Small 2
20241031,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,7092,サービス業,0.0012%,TOPIX Small 2
20241031,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,7095,サービス業,0.0020%,TOPIX Small 2
20241031,日本車輌製造,7102,輸送用機器,0.0022%,TOPIX Small 2
20241031,三菱ロジスネクスト,7105,輸送用機器,0.0048%,TOPIX Small 1
20241031,近畿車輛,7122,輸送用機器,0.0001%,TOPIX Small 2
20241031,一家ホールディングス,7127,小売業,0.0001%,TOPIX Small 2
20241031,フルサト・マルカホールディングス,7128,卸売業,0.0048%,TOPIX Small 1
20241031,ヤマエグループホールディングス,7130,卸売業,0.0058%,TOPIX Small 1
20241031,ジャパンクラフトホールディングス,7135,小売業,0.0000%,TOPIX Small 2
20241031,ＦＰＧ,7148,証券、商品先物取引業,0.0216%,TOPIX Small 1
20241031,島根銀行,7150,銀行業,0.0000%,TOPIX Small 2
20241031,じもとホールディングス,7161,銀行業,0.0001%,TOPIX Small 2
20241031,全国保証,7164,その他金融業,0.0369%,TOPIX Mid400
20241031,めぶきフィナンシャルグループ,7167,銀行業,0.0740%,TOPIX Mid400
20241031,ジャパンインベストメントアドバイザー,7172,証券、商品先物取引業,0.0043%,TOPIX Small 1
20241031,東京きらぼしフィナンシャルグループ,7173,銀行業,0.0135%,TOPIX Small 1
20241031,九州フィナンシャルグループ,7180,銀行業,0.0314%,TOPIX Mid400
20241031,かんぽ生命保険,7181,保険業,0.0752%,TOPIX Mid400
20241031,ゆうちょ銀行,7182,銀行業,0.2882%,TOPIX Large70
20241031,あんしん保証,7183,その他金融業,0.0000%,TOPIX Small 2
20241031,富山第一銀行,7184,銀行業,0.0091%,TOPIX Small 1
20241031,コンコルディア・フィナンシャルグループ,7186,銀行業,0.1039%,TOPIX Mid400
20241031,ジェイリース,7187,その他金融業,0.0027%,TOPIX Small 2
20241031,西日本フィナンシャルホールディングス,7189,銀行業,0.0261%,TOPIX Small 1
20241031,イントラスト,7191,その他金融業,0.0001%,TOPIX Small 2
20241031,日本モーゲージサービス,7192,その他金融業,0.0001%,TOPIX Small 2
20241031,Ｃａｓａ,7196,その他金融業,0.0001%,TOPIX Small 2
20241031,ＳＢＩアルヒ,7198,その他金融業,0.0021%,TOPIX Small 2
20241031,プレミアグループ,7199,その他金融業,0.0103%,TOPIX Small 1
20241031,日産自動車,7201,輸送用機器,0.1400%,TOPIX Large70
20241031,いすゞ自動車,7202,輸送用機器,0.1596%,TOPIX Mid400
20241031,トヨタ自動車,7203,輸送用機器,3.6908%,TOPIX Core30
20241031,日野自動車,7205,輸送用機器,0.0147%,TOPIX Mid400
20241031,三菱自動車工業,7211,輸送用機器,0.0464%,TOPIX Mid400
20241031,エフテック,7212,輸送用機器,0.0001%,TOPIX Small 2
