ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
3963.T,18551,29123000,2.35,15.0,31.16,3.89,20.44,163.68,13.7,86.9,63700,100,654,2025-06-06,335,2025-01-06,2025-10-24
3964.T,103510,49526400,2.15,45.0,18.79,3.75,111.21,557.94,18.66,58.8,209000,100,2091,2025-10-24,1041,2025-04-07,2025-10-24
3965.T,4592,5747616,2.13,17.0,12.92,1.33,61.83,601.98,4.96,56.9,79900,100,912,2025-09-04,692,2025-01-30,2025-10-24
3968.T,21850,32564077,1.94,13.0,27.23,5.22,24.64,128.44,14.67,21.8,67100,100,705,2025-10-07,402,2025-04-07,2025-10-24
3969.T,11246,7487400,2.26,34.0,14.34,2.21,104.71,679.42,15.14,80.8,150200,100,1609,2025-09-25,1300,2025-04-07,2025-10-24
3978.T,52486,41197700,0.0,0.0,,1.14,,1112.68,5.85,45.7,127400,100,1413,2025-04-14,1190,2025-02-17,2025-06-16
3981.T,7877,6301986,3.36,42.0,10.98,0.92,113.87,1354.98,18.05,43.3,125000,100,1999,2025-01-10,1120,2025-04-07,2025-10-24
3983.T,38278,15949053,2.08,50.0,18.2,3.85,131.84,623.29,21.62,75.7,240000,100,3365,2025-08-13,2031,2025-04-07,2025-10-24
3984.T,31908,16229900,1.02,20.0,20.67,3.62,95.13,543.35,17.4,87.2,196600,100,2199,2025-08-26,1313,2025-04-07,2025-10-24
3985.T,3031,11438920,0.0,0.0,32.92,3.76,8.05,70.46,-45.75,43.1,26500,100,431,2025-08-25,157,2025-04-07,2025-10-24
3992.T,20797,40699200,2.35,12.0,21.88,4.22,23.36,121.19,20.42,74.7,51100,100,625,2025-09-11,278,2025-04-07,2025-10-24
3993.T,125236,31948000,0.0,0.0,46.78,3.52,83.79,1113.9,6.89,77.3,392000,100,4790,2025-02-17,2312,2025-04-07,2025-10-24
3994.T,265964,55524779,0.0,0.0,,7.51,-123.42,638.1,-20.03,33.3,479000,100,6794,2025-08-19,3330,2025-04-09,2025-10-24
3996.T,3877,12796595,0.0,0.0,15.56,2.18,19.47,138.82,15.35,62.2,30300,100,476,2025-01-15,295,2025-07-22,2025-10-24
4004.T,1100902,184901292,1.09,65.0,41.4,1.66,143.81,3579.22,12.07,30.6,595400,100,6174,2025-10-09,2235,2025-04-07,2025-10-24
4005.T,788670,1657914399,2.52,12.0,19.46,0.88,24.44,541.25,4.14,26.2,47570,100,496,2025-09-12,283,2025-04-07,2025-10-24
4008.T,67860,13991796,4.12,200.0,9.49,0.67,511.19,7191.96,6.3,66.6,485000,100,5200,2025-03-27,4245,2025-06-23,2025-10-24
4021.T,741866,136800000,3.25,176.0,17.1,3.17,317.08,1712.38,18.68,70.5,542300,100,5587,2025-09-16,3846,2025-04-09,2025-10-24
4022.T,41151,7944203,2.47,128.0,12.26,1.45,422.68,3563.76,11.85,60.8,518000,100,5250,2025-10-21,2224,2025-04-07,2025-10-24
4023.T,188782,49942221,5.79,219.0,17.18,0.84,219.99,4475.59,3.62,60.6,378000,100,4080,2025-09-22,2375,2025-04-09,2025-10-24
4025.T,35612,9458768,1.99,75.0,10.64,0.82,353.77,4602.96,6.41,64.9,376500,100,3985,2025-09-29,2804,2025-06-24,2025-10-24
4027.T,32141,23914414,2.98,40.0,12.78,0.52,105.18,2582.42,4.17,66.6,134400,100,1710,2025-02-14,1041,2025-04-07,2025-10-24
4028.T,97043,40383943,4.16,100.0,9.99,0.8,240.47,3016.61,7.63,50.8,240300,100,2538,2025-08-25,1399,2025-04-07,2025-10-24
4031.T,9999,10161686,2.03,20.0,,0.37,-223.25,2649.46,1.48,47.5,98400,100,1079,2025-08-14,763,2025-04-07,2025-10-24
4041.T,195634,56787734,4.06,140.0,14.24,1.01,241.91,3411.07,8.01,64.8,344500,100,3580,2025-08-28,2420,2025-04-07,2025-10-24
4042.T,746548,325080956,4.35,100.0,11.8,0.9,194.66,2548.12,7.15,62.3,229650,100,2398,2025-09-09,1755,2025-04-07,2025-10-24
4043.T,270908,72088327,3.19,120.0,9.32,1.03,403.09,3644.06,9.16,54.9,375800,100,3858,2025-10-09,2232,2025-04-07,2025-10-24
4044.T,86060,26000000,5.14,170.0,14.92,0.72,221.91,4609.64,4.9,57.0,331000,100,3460,2025-03-19,2591,2025-04-07,2025-10-24
4045.T,174416,113000000,4.21,65.0,13.97,0.8,110.48,1917.59,5.6,76.5,154350,100,1576,2025-09-09,1204,2025-04-07,2025-10-24
4046.T,217866,133660085,1.23,20.0,16.68,1.75,97.73,931.78,9.17,75.1,163000,100,2029,2025-08-12,1328,2025-02-25,2025-10-24
4047.T,61920,57546050,1.67,18.0,22.9,0.95,46.99,1133.1,5.0,53.4,107600,100,1079,2025-10-24,705,2025-04-07,2025-10-24
4053.T,16917,39070320,0.0,0.0,19.23,1.67,22.52,259.39,10.34,73.7,43300,100,739,2025-01-29,416,2025-10-14,2025-10-24
4061.T,206822,88555840,4.28,100.0,13.42,0.69,174.06,3405.12,-4.07,45.2,233550,100,2405,2025-09-08,1744,2025-04-07,2025-10-24
4062.T,1480444,140860557,,,43.16,2.89,243.52,3642.72,6.84,45.3,1051000,100,10570,2025-10-24,2956,2025-04-07,2025-10-24
4063.T,9736405,1984995865,2.16,106.0,19.85,2.22,249.01,2251.21,11.98,82.6,490500,100,5287,2025-01-06,3425,2025-04-07,2025-10-24
4064.T,20309,9419659,3.8,82.0,8.73,0.57,246.94,3749.9,6.47,56.4,215600,100,2288,2025-09-25,1410,2025-04-07,2025-10-24
4071.T,102565,42842600,1.21,29.0,24.23,8.59,98.81,278.81,28.74,79.1,239400,100,2612,2025-08-14,1163,2025-04-07,2025-10-24
4072.T,38928,10798341,2.22,80.0,15.21,1.68,236.99,2150.17,8.67,35.8,360500,100,5090,2025-08-25,2160,2025-04-07,2025-10-24
4078.T,49776,17000000,4.44,130.0,8.57,0.6,341.77,4873.88,6.57,63.5,292800,100,2990,2025-08-29,2168,2025-04-07,2025-10-24
4082.T,26694,24400000,2.56,28.0,176.74,0.71,6.19,1549.75,2.15,58.6,109400,100,1094,2025-10-24,570,2025-04-07,2025-10-24
4088.T,532572,229755057,3.24,75.0,10.02,1.03,231.28,2241.54,9.76,41.4,231800,100,2672,2025-09-17,1651,2025-04-07,2025-10-24
4091.T,2187119,433092837,1.07,54.0,18.84,2.16,267.99,2340.38,10.43,40.5,505000,100,5951,2025-09-16,4021,2025-04-07,2025-10-24
4092.T,26117,8922775,4.1,120.0,9.83,0.54,297.63,5380.11,5.6,61.8,292700,100,2965,2025-08-29,1733,2025-04-07,2025-10-24
4093.T,12362,35020000,3.97,14.0,10.23,0.67,34.51,525.29,7.19,54.4,35300,100,395,2025-05-12,325,2025-04-07,2025-10-24
4095.T,183259,132604524,3.62,50.0,13.09,0.83,105.59,1673.42,6.86,73.0,138200,100,1441,2025-09-03,1018,2025-04-07,2025-10-24
4097.T,57967,55577526,3.84,40.0,12.79,0.72,81.52,1455.43,6.19,64.2,104300,100,1130,2025-08-08,724,2025-03-04,2025-10-24
4098.T,2507,3027626,1.21,10.0,24.57,0.48,33.7,1728.61,3.96,36.5,82800,100,863,2025-10-23,675,2025-04-07,2025-10-24
4099.T,108001,44869563,2.08,50.0,16.4,1.21,146.79,1985.42,10.4,61.4,240700,100,2525,2025-10-08,1519,2025-04-07,2025-10-24
4100.T,8155,6099192,0.0,0.0,38.65,0.75,34.59,1791.82,-28.65,21.7,133700,100,1625,2025-08-19,882,2025-04-09,2025-10-24
4109.T,54877,12973248,4.02,170.0,18.49,1.13,228.76,3739.2,6.5,73.7,423000,100,4555,2025-01-10,3130,2025-04-07,2025-10-24
4112.T,32309,16827452,2.6,50.0,10.17,0.62,188.76,3115.06,6.6,60.9,192000,100,1938,2025-01-06,1239,2025-04-07,2025-10-24
4114.T,284076,156000000,5.49,100.0,18.39,0.73,99.0,2484.91,4.54,70.5,182100,100,1951,2025-01-07,1530,2025-04-07,2025-10-24
4116.T,72271,18113110,4.36,174.0,11.23,0.54,355.45,7400.6,8.41,65.1,399000,100,4145,2025-09-09,2510,2025-04-07,2025-10-24
4118.T,288420,66000000,3.66,160.0,8.33,0.58,524.56,7497.4,5.47,51.2,437000,100,4520,2025-08-07,3146,2025-04-07,2025-10-24
4151.T,1210799,525634500,2.6,60.0,21.15,1.43,108.9,1608.4,7.1,79.7,230350,100,2706,2025-08-07,2025,2025-02-20,2025-10-24
4180.T,141446,102497367,0.16,2.25,39.25,4.35,35.16,317.37,9.23,76.9,138000,100,1875,2025-02-14,1042,2025-04-07,2025-10-24
4182.T,630720,211686599,3.36,100.0,16.11,0.87,184.89,3406.09,6.87,59.7,297950,100,2990,2025-10-24,1918,2025-04-07,2025-10-24
4183.T,757583,200843815,3.98,150.0,12.85,0.85,293.58,4429.92,3.77,39.4,377200,100,3865,2025-09-08,2644,2025-04-07,2025-10-24
4186.T,668905,127800000,1.34,70.0,23.63,3.02,221.49,1732.29,11.81,71.1,523400,100,5253,2025-10-24,2520,2025-04-07,2025-10-24
4187.T,83477,22410038,1.85,69.0,21.81,1.67,170.79,2236.52,9.15,75.8,372500,100,3755,2025-10-24,1949,2025-04-07,2025-10-24
4188.T,1299776,1506288107,3.71,32.0,8.37,0.69,103.12,1242.82,2.57,29.5,86290,100,901,2025-09-19,594,2025-04-09,2025-10-24
4189.T,104613,37149400,3.73,105.0,10.25,1.47,274.76,1910.28,12.59,52.6,281600,100,3050,2025-08-04,1945,2025-01-14,2025-10-24
4194.T,415009,40136300,0.0,0.0,25.78,6.17,401.05,1676.22,26.72,70.5,1034000,100,12460,2025-08-05,6666,2025-04-09,2025-10-24
4202.T,373453,266942682,4.29,60.0,6.87,1.02,203.68,1367.91,13.77,44.2,139900,100,1420,2025-02-06,1058,2025-04-07,2025-10-24
4203.T,476384,93757956,2.07,105.0,18.95,1.52,268.16,3347.99,6.52,69.6,508100,100,5190,2025-09-10,2750,2025-04-07,2025-10-24
4204.T,1282537,440507285,2.75,80.0,14.77,1.51,197.09,1923.89,10.24,60.7,291150,100,2940,2025-10-07,2151,2025-04-07,2025-10-24
4205.T,361838,215251856,4.28,72.0,11.84,0.93,141.99,1805.93,7.28,66.9,168100,100,1748,2025-09-12,1250,2025-04-07,2025-10-24
4206.T,247652,67590664,3.71,136.0,12.52,1.36,292.71,2695.71,10.08,60.2,366400,100,3903,2025-09-09,3153,2025-04-09,2025-10-24
4208.T,248561,106200107,4.7,110.0,8.27,0.58,283.15,4045.05,-1.2,45.6,234050,100,2453,2025-09-09,1788,2025-04-07,2025-10-24
4212.T,68399,31813598,3.35,72.0,15.46,0.7,139.09,3063.63,3.68,68.7,215000,100,2254,2025-09-26,1607,2025-04-07,2025-10-24
4216.T,94250,19800400,2.52,120.0,17.53,1.18,271.52,4046.22,10.26,73.4,476000,100,4820,2025-09-26,2949,2025-04-07,2025-10-24
4218.T,40335,20738006,2.06,40.0,19.8,0.93,98.24,2100.26,4.62,63.9,194500,100,2155,2025-03-27,1821,2025-04-07,2025-10-24
4220.T,65632,51274821,3.2,41.0,11.23,1.02,113.97,1256.44,11.4,55.7,128000,100,1293,2025-10-08,840,2025-04-07,2025-10-24
4221.T,69399,12414870,3.49,195.0,14.55,1.03,384.26,5424.7,7.09,60.2,559000,100,5590,2025-10-24,2937,2025-01-17,2025-10-24
4228.T,17480,46988109,2.69,10.0,,0.35,0.0,1054.65,-11.97,35.9,37200,100,381,2025-03-24,285,2025-04-07,2025-10-24
4229.T,31224,8998308,2.88,100.0,13.54,0.46,256.29,7545.99,3.91,78.9,347000,100,3570,2025-10-20,2561,2025-04-07,2025-10-24
4231.T,20252,20111598,2.78,28.0,11.05,0.46,91.16,2175.89,8.04,72.3,100700,100,1035,2025-09-26,594,2025-04-07,2025-10-24
4238.T,12771,10120000,,,,0.5,,2502.8,4.78,78.9,126200,100,1378,2025-03-10,942,2025-04-07,2025-10-24
4245.T,9447,13672100,3.47,24.0,14.08,0.97,49.06,714.23,3.71,25.7,69100,100,708,2025-03-27,580,2025-04-07,2025-10-24
4246.T,53319,70997800,5.06,38.0,10.23,0.62,73.41,1207.98,7.73,56.5,75100,100,792,2025-08-25,493,2025-04-07,2025-10-24
4248.T,10525,12529200,4.29,36.0,14.06,0.89,59.76,946.88,5.65,63.9,84000,100,858,2025-04-30,750,2025-04-07,2025-10-24
4249.T,36184,14410000,4.58,115.0,11.34,0.58,221.51,4296.54,-11.26,51.1,251100,100,2790,2025-05-29,1763,2025-04-07,2025-10-24
4251.T,23489,19285152,2.87,35.0,8.61,1.03,141.48,1180.93,12.88,71.7,121800,100,1325,2025-08-01,757,2025-04-07,2025-10-24
4272.T,228400,160000000,4.2,60.0,12.9,0.85,110.63,1677.67,6.52,71.6,142750,100,1465,2025-09-09,1215,2025-02-03,2025-10-24
4275.T,37446,24050000,2.31,36.0,13.48,0.97,115.5,1603.3,6.92,70.7,155700,100,1576,2025-10-23,840,2025-04-07,2025-10-24
4284.T,11640,26820594,3.0,13.0,15.07,1.44,28.79,301.48,7.45,62.4,43400,100,536,2025-08-25,304,2025-04-07,2025-10-24
4286.T,11137,11552731,1.66,16.0,18.75,1.42,51.41,679.36,2.09,32.9,96400,100,1018,2025-09-03,653,2025-01-17,2025-10-24
4290.T,81902,127176300,4.04,26.0,15.4,1.8,41.82,356.8,10.82,64.3,64400,100,744,2025-01-30,586,2025-06-23,2025-10-24
4295.T,16805,13831091,0.41,5.0,,1.01,,1202.94,-7.65,60.6,121500,100,1219,2024-12-18,373,2024-08-05,2025-01-29
4298.T,87624,41925300,0.0,0.0,,1.7,,1232.16,10.17,71.0,209000,100,2206,2025-03-14,1205,2025-02-03,2025-06-13
4299.T,15330,12412992,3.72,46.0,11.5,1.23,107.4,1006.34,11.38,81.6,123500,100,1466,2025-01-06,1052,2025-04-07,2025-10-24
4301.T,37359,18623520,1.99,40.0,13.1,0.9,153.17,2237.19,4.85,56.5,200600,100,2093,2025-09-26,1433,2025-01-07,2025-10-24
4307.T,3369457,581241511,1.28,74.0,31.9,7.48,181.72,774.79,22.5,46.7,579700,100,6264,2025-08-08,4444,2025-01-14,2025-10-24
4310.T,23893,9534316,4.23,106.0,,2.08,,1204.66,1.21,82.1,250600,100,4570,2025-03-19,2224,2025-04-07,2025-10-24
4318.T,46976,18850676,4.17,104.0,12.6,2.47,197.79,1010.9,20.92,71.0,249200,100,2561,2025-09-26,1665,2025-04-07,2025-10-24
4319.T,6421,18504000,0.0,0.0,13.39,0.97,25.92,357.89,7.73,29.7,34700,100,350,2025-08-08,170,2025-04-07,2025-10-24
4320.T,18147,17039400,2.07,22.0,10.63,2.41,100.23,442.06,2.02,54.2,106500,100,1127,2025-10-23,511,2025-01-17,2025-10-24
4323.T,57125,24836920,1.52,35.0,20.53,3.97,112.04,579.22,17.82,64.4,230000,100,2528,2025-10-06,1460,2025-04-07,2025-10-24
4324.T,833283,265800000,,,,1.41,-290.47,2230.35,-24.98,19.9,313500,100,3808,2025-01-06,2652,2025-04-09,2025-10-24
4326.T,69169,40426000,2.81,48.0,20.42,1.97,83.8,867.52,10.73,70.6,171100,100,2044,2025-08-06,1444,2025-01-21,2025-10-24
4331.T,12076,14619330,3.75,31.0,24.11,0.68,34.26,1209.87,20.21,34.1,82600,100,1040,2025-01-09,779,2025-04-07,2025-10-24
4333.T,23898,20798988,3.92,45.0,16.65,2.27,68.99,506.31,13.13,68.0,114900,100,1403,2025-01-31,1022,2025-04-07,2025-10-24
4337.T,48301,15656713,0.32,10.0,20.54,5.38,150.21,573.92,24.9,7.1,308500,100,3775,2025-08-26,2207,2025-04-07,2025-10-24
4343.T,58040,19782025,0.51,15.0,23.21,6.98,126.4,420.48,-24.41,12.3,293400,100,4020,2025-08-27,2317,2025-04-07,2025-10-24
4344.T,23649,139110300,,,,3.48,,48.89,-50.14,43.4,17000,100,252,2025-02-14,153,2025-04-07,2025-10-24
4345.T,36750,42000000,3.2,28.0,15.06,2.78,58.09,314.5,17.45,75.4,87500,100,964,2025-08-27,675,2025-04-07,2025-10-24
4346.T,14145,13471240,2.86,30.0,16.07,4.09,65.34,256.55,28.9,13.9,105000,100,1171,2025-09-11,663,2025-04-07,2025-10-24
4350.T,15352,30642600,2.4,12.0,11.26,0.91,44.48,552.83,8.03,23.0,50100,100,522,2025-10-23,347,2025-04-07,2025-10-24
4362.T,65968,25372447,3.62,94.0,14.52,1.19,179.04,2190.41,8.16,80.5,260000,100,2873,2025-08-13,1726,2025-04-07,2025-10-24
4368.T,175779,35511000,1.54,76.0,18.57,1.66,266.61,2990.84,11.68,73.5,495000,100,5260,2025-10-09,2922,2025-04-07,2025-10-24
4369.T,94636,32498640,1.2,35.0,19.71,2.84,147.71,1024.41,16.77,85.5,291200,100,3960,2025-02-19,1890,2025-04-07,2025-10-24
4373.T,231407,58957125,1.66,65.0,24.37,4.69,161.05,837.18,16.23,61.8,392500,100,4900,2025-08-22,2324,2025-01-17,2025-10-24
4382.T,15560,15209725,0.0,0.0,103.44,3.4,9.89,300.51,-3.81,56.1,102300,100,1333,2025-06-17,758,2025-04-07,2025-10-24
4384.T,64070,59324511,0.39,4.25,21.57,4.33,50.06,249.22,18.86,32.6,108000,100,1450,2025-01-29,844,2025-04-07,2025-10-24
4385.T,387521,164692180,0.0,0.0,,3.9,,603.28,30.52,18.3,235300,100,2871,2025-06-19,1631,2025-01-14,2025-10-24
4390.T,40153,13015700,1.3,40.0,13.33,2.91,231.39,1060.05,19.17,36.3,308500,100,3950,2025-09-24,1785,2025-04-07,2025-10-24
4392.T,9857,31593115,3.21,10.0,17.11,1.15,18.23,272.27,-16.14,50.6,31200,100,343,2025-09-22,210,2025-04-07,2025-10-24
4396.T,32448,10400000,1.92,60.0,18.61,5.38,167.69,580.39,26.33,44.1,312000,100,3475,2025-09-29,1680,2025-04-07,2025-10-24
4401.T,365471,103768142,2.95,104.0,13.57,1.19,259.49,2953.89,8.6,54.6,352200,100,3525,2025-10-24,2126,2025-04-07,2025-10-24
4403.T,665815,236524128,1.71,48.0,17.8,2.34,158.12,1205.05,13.43,78.0,281500,100,3086,2025-07-23,1739,2025-04-07,2025-10-24
4404.T,22304,10306895,4.62,100.0,2.28,0.56,949.79,3861.08,9.52,42.7,216400,100,2222,2025-08-25,1423,2025-04-07,2025-10-24
4406.T,8390,37286906,1.78,4.0,15.25,0.45,14.75,497.15,2.98,47.4,22500,100,245,2025-08-15,157,2025-04-07,2025-10-24
4410.T,23837,26080396,4.6,42.0,18.48,0.61,49.45,1494.73,2.05,37.3,91400,100,933,2025-09-26,753,2025-04-07,2025-10-24
4420.T,11560,20000000,0.95,5.5,16.13,2.19,35.84,264.44,16.75,71.4,57800,100,689,2025-01-28,421,2025-04-07,2025-10-24
4430.T,8975,4920300,3.13,57.0,10.18,1.44,179.09,1262.4,13.42,53.9,182400,100,1855,2025-10-23,1247,2025-04-07,2025-10-24
4432.T,118287,34996170,3.08,104.0,18.29,2.64,184.78,1279.35,14.66,61.1,338000,100,4225,2025-06-20,2916,2025-10-15,2025-10-24
4433.T,18508,17899333,3.63,37.5,14.25,1.06,72.58,973.71,4.93,42.6,103400,100,1188,2025-08-05,813,2025-04-07,2025-10-24
4434.T,14549,7911413,1.36,25.0,,1.4,-113.7,1315.95,6.12,55.9,183900,100,2754,2025-01-29,1704,2025-04-07,2025-10-24
4439.T,29851,30061000,1.11,11.0,11.52,3.05,86.18,325.99,27.94,58.9,99300,100,1274,2025-02-05,875,2025-07-15,2025-10-24
4440.T,4886,4176000,1.54,18.0,10.73,1.65,109.08,708.46,16.07,69.4,117000,100,1484,2025-08-21,736,2025-04-07,2025-10-24
4441.T,10655,10644000,2.0,20.0,18.39,4.07,54.43,246.06,26.26,56.1,100100,100,1341,2025-09-09,785,2025-03-11,2025-10-24
4443.T,229492,126581568,0.0,0.0,,16.45,,110.24,2.93,31.2,181300,100,2614,2025-02-17,1630,2025-04-07,2025-10-24
4446.T,12812,14172900,0.0,0.0,41.6,4.95,21.73,182.69,5.79,45.3,90400,100,1814,2025-10-15,293,2025-04-07,2025-10-24
4449.T,33502,29753502,1.15,13.0,,4.16,,270.47,-6.54,18.5,112600,100,1954,2025-06-17,1085,2025-10-14,2025-10-24
4452.T,3020896,465900000,2.38,154.0,24.89,2.86,260.5,2266.52,10.51,57.1,648400,100,7007,2025-09-08,5760,2025-04-11,2025-10-24
4461.T,65922,10684321,1.94,120.0,15.97,1.52,386.39,4067.17,6.85,39.9,617000,100,6480,2025-10-06,2107,2025-04-07,2025-10-24
4462.T,31217,15153680,2.14,44.0,11.03,1.27,186.71,1624.01,10.95,81.1,206000,100,2454,2025-01-06,1637,2025-04-07,2025-10-24
4463.T,26211,17710000,4.05,60.0,9.77,0.72,151.49,2063.51,8.64,54.0,148000,100,1515,2025-10-16,1083,2025-01-17,2025-10-24
4465.T,15630,5943052,2.89,76.0,14.11,1.04,186.33,2528.86,12.83,65.3,263000,100,2667,2025-10-24,1885,2025-01-30,2025-10-24
4471.T,100846,23534752,3.97,170.0,5.92,0.66,723.26,6501.27,3.03,76.8,428500,100,4345,2025-09-09,3310,2025-04-07,2025-10-24
4480.T,73858,32738600,0.0,0.0,23.51,4.02,95.95,560.76,14.82,44.7,225600,100,4140,2025-01-28,2148,2025-10-17,2025-10-24
4481.T,66570,18805200,3.31,117.0,15.15,4.6,233.67,769.57,30.5,74.6,354000,100,3820,2025-08-15,2470,2025-04-07,2025-10-24
4483.T,313430,65407008,,,42.34,4.01,113.19,1193.74,9.79,54.6,479200,100,4899,2025-10-22,2480,2025-04-07,2025-10-24
4502.T,6834875,1590985809,4.66,200.0,29.48,0.98,145.71,4395.19,1.52,48.7,429600,100,4670,2025-09-08,3916,2025-04-11,2025-10-24
4503.T,2937988,1809663075,4.8,78.0,22.36,1.96,72.61,827.29,3.26,45.3,162350,100,1726,2025-09-08,1244,2025-04-09,2025-10-24
4506.T,670462,397900154,0.0,0.0,16.74,3.8,100.68,443.59,14.52,22.8,168500,100,1950,2025-10-06,500,2025-04-09,2025-10-24
4507.T,2173371,889632195,2.7,66.0,11.55,1.51,211.59,1619.98,13.12,88.7,244300,100,2758,2025-09-09,2100,2025-02-12,2025-10-24
4512.T,10173,34838325,1.03,3.0,50.69,0.89,5.76,329.06,0.54,77.4,29200,100,377,2025-03-03,209,2025-02-06,2025-10-24
4516.T,233305,70251484,3.73,124.0,9.32,0.89,356.2,3732.95,13.94,87.1,332100,100,4182,2025-03-04,2967,2025-07-14,2025-10-24
4519.T,11644265,1679057667,3.6,250.0,,5.75,,1148.51,21.96,86.1,693500,100,8655,2025-05-02,5942,2025-08-08,2025-10-24
4521.T,161905,44139730,5.18,190.0,60.67,0.94,60.46,3894.02,9.41,80.2,366800,100,4901,2025-03-12,3611,2025-10-01,2025-10-24
4523.T,1315046,291649149,3.55,160.0,30.63,1.53,147.22,2939.14,5.41,60.7,450900,100,5349,2025-09-09,3463,2025-04-09,2025-10-24
4526.T,87510,30705100,3.86,110.0,10.37,1.07,274.8,2652.95,12.05,70.1,285000,100,3025,2025-09-09,2204,2025-04-07,2025-10-24
4527.T,580762,236178310,1.71,42.0,17.64,2.09,139.4,1178.77,12.26,61.6,245900,100,2915,2025-01-06,1964,2025-06-06,2025-10-24
4528.T,915600,498692800,4.36,80.0,12.87,1.12,142.62,1644.71,6.35,73.5,183600,100,1858,2025-10-24,1474,2025-05-15,2025-10-24
4530.T,301712,75164895,2.99,120.0,13.21,1.07,303.89,3734.49,8.04,80.6,401400,100,4735,2025-01-14,3783,2025-04-09,2025-10-24
4531.T,6372,21974000,3.45,10.0,10.41,0.48,27.85,604.84,7.02,48.8,29000,100,300,2025-09-24,214,2025-04-07,2025-10-24
4534.T,111899,36390000,2.6,80.0,20.19,0.83,152.33,3699.59,4.4,81.6,307500,100,3520,2025-01-06,2836,2025-04-11,2025-10-24
4536.T,522510,342068554,2.49,38.0,15.24,1.83,100.25,836.51,12.24,69.9,152750,100,1722,2025-06-13,1310,2025-04-11,2025-10-24
4538.T,20641,9451169,4.12,90.0,8.11,0.56,269.32,3885.25,-9.43,40.4,218400,100,2641,2025-03-10,2028,2025-04-07,2025-10-24
4539.T,6886,4261420,3.09,50.0,38.87,0.31,41.57,5243.6,1.56,38.4,161600,100,1700,2025-09-22,1410,2025-04-09,2025-10-24
4540.T,278019,76758362,3.75,136.0,11.83,0.94,306.27,3868.59,11.35,64.7,362200,100,4775,2025-01-07,3306,2025-06-23,2025-10-24
4543.T,3745816,1480559680,1.19,30.0,26.1,2.73,96.95,928.21,8.68,74.8,253000,100,3122,2025-01-27,2352,2025-07-22,2025-10-24
4544.T,226237,57479022,3.18,125.0,31.95,1.7,123.2,2318.83,1.98,49.0,393600,100,4093,2025-10-20,2440,2025-04-07,2025-10-24
4547.T,192684,46541985,2.9,120.0,14.1,0.83,293.61,4997.78,5.58,85.6,414000,100,4590,2025-08-07,3480,2025-04-11,2025-10-24
4548.T,38577,56814093,4.42,30.0,27.45,0.52,24.74,1312.44,1.67,87.3,67900,100,805,2025-01-06,603,2025-07-02,2025-10-24
4549.T,91767,38541438,2.44,58.0,20.83,1.88,114.29,1266.29,5.02,69.3,238100,100,2510,2025-09-09,1972,2025-06-03,2025-10-24
4551.T,182880,28800000,0.0,0.0,52.51,1.46,120.94,4356.22,4.17,86.4,635000,100,6470,2025-08-12,3795,2025-04-07,2025-08-27
4552.T,77682,129686308,3.34,20.0,24.33,1.58,24.62,379.04,-9.3,44.8,59900,100,724,2025-07-30,386,2025-04-09,2025-10-24
4553.T,148778,51516000,2.77,80.0,8.03,0.82,359.56,3508.66,11.59,36.5,288800,100,3415,2025-08-06,2298,2025-04-07,2025-10-24
4554.T,39627,24891100,2.86,45.5,11.49,0.85,138.59,1863.21,14.17,50.6,159200,100,1654,2025-10-16,1180,2025-04-07,2025-10-24
4559.T,104655,52119190,2.39,48.0,9.32,1.01,215.52,1983.62,11.75,56.3,200800,100,2433,2025-01-06,1966,2025-10-14,2025-10-24
4565.T,87329,90496735,0.0,0.0,,1.33,,727.79,-7.15,45.2,96500,100,1056,2025-01-06,668,2025-04-09,2025-10-24
4568.T,7586874,1894350529,1.95,78.0,24.8,4.7,161.52,852.84,17.86,47.0,400500,100,4564,2025-01-22,3036,2025-04-11,2025-10-24
4569.T,86142,59945641,3.97,57.0,17.2,0.61,83.55,2369.99,6.8,70.4,143700,100,1698,2025-03-05,1331,2025-02-21,2025-10-24
4574.T,14837,50636900,,,32.7,1.85,8.96,158.17,12.22,61.7,29300,100,444,2025-06-23,228,2025-04-07,2025-10-24
4577.T,37170,30096880,3.24,40.0,16.1,0.71,76.7,1739.88,3.67,66.7,123500,100,1311,2025-08-18,970,2025-05-30,2025-10-24
4578.T,4498663,542988917,1.69,140.0,13.36,1.61,620.19,5154.77,13.38,73.1,828500,100,8631,2025-01-07,6465,2025-05-15,2025-10-24
4587.T,212437,130010400,0.0,0.0,14.0,3.93,116.69,415.38,30.92,61.2,163400,100,2629,2025-01-06,1452,2025-09-04,2025-10-24
4611.T,38386,29710678,4.49,58.0,10.83,0.58,119.31,2218.1,15.15,48.8,129200,100,1326,2025-09-09,1005,2025-04-07,2025-10-24
4612.T,2397773,2370512215,1.58,16.0,14.67,1.57,68.97,642.85,8.64,51.8,101150,100,1352,2025-08-08,919,2025-02-12,2025-10-24
4613.T,456153,177976280,4.29,110.0,12.55,1.74,204.29,1476.65,13.23,35.9,256300,100,2602,2025-08-21,1895,2025-06-23,2025-10-24
