ticker,market_cap_mil_jpy,shares_outstanding,dividend_yield_pct,dividend_per_share_yen,per,pbr,eps_yen,bps_yen,roe_pct,equity_ratio_pct,min_lot_price_yen,trading_unit_shares,ytd_high_yen,ytd_high_date,ytd_low_yen,ytd_low_date,asof_date
8388.T,143800,40000000,2.78,100.0,10.12,0.41,355.13,8676.77,3.96,8.3,359500,100,3785,2025-09-30,2227,2025-04-07,2025-10-24
8392.T,78625,15693634,2.99,150.0,8.49,0.36,589.78,14020.95,3.55,4.6,501000,100,5220,2025-10-01,2634,2025-04-07,2025-10-24
8393.T,78557,17133400,2.51,115.0,7.48,0.39,613.09,11621.34,5.16,4.6,458500,100,4630,2025-09-29,2481,2025-04-07,2025-10-24
8395.T,53348,16935909,2.86,90.0,6.65,0.45,473.63,7065.9,6.29,3.6,315000,100,3180,2025-10-09,1681,2025-04-07,2025-10-24
8399.T,67723,43108470,2.55,40.0,9.92,0.45,194.85,3507.87,4.07,4.7,157100,100,1579,2025-10-24,831,2025-04-07,2025-10-24
8410.T,338933,1179308000,3.83,11.0,20.59,1.26,13.96,228.54,6.65,18.5,28740,100,317,2025-09-29,233,2025-04-07,2025-10-24
8411.T,12162910,2489848594,2.97,145.0,12.0,1.16,406.94,4217.53,8.57,3.6,488500,100,5111,2025-09-25,2688,2025-04-07,2025-10-24
8416.T,9005,10244800,2.84,25.0,6.82,0.17,128.92,5176.28,1.57,4.3,87900,100,980,2025-08-25,646,2025-04-07,2025-10-24
8418.T,409552,234767616,3.67,64.0,11.68,0.58,149.3,2997.89,5.56,4.8,174450,100,1874,2025-03-27,1301,2025-04-07,2025-10-24
8424.T,374903,90863430,3.83,158.0,21.88,0.79,188.54,5247.67,9.98,13.3,412600,100,4564,2025-09-19,3375,2025-04-07,2025-10-24
8425.T,362661,282666300,3.74,48.0,8.35,0.94,153.62,1369.01,12.15,9.8,128300,100,1343,2025-09-26,886,2025-04-07,2025-10-24
8439.T,916807,492113280,3.65,68.0,9.78,0.93,190.56,2011.38,8.97,15.0,186300,100,1998,2025-09-24,1262,2025-04-07,2025-10-24
8473.T,2174166,330319907,,,,1.51,,4352.04,12.85,3.9,658200,100,7724,2025-10-09,3083,2025-04-07,2025-10-24
8511.T,157432,88000000,4.47,80.0,15.67,1.12,114.14,1603.16,7.44,1.0,178900,100,2125,2025-01-07,1456,2025-04-07,2025-10-24
8515.T,229710,484620136,2.53,12.0,9.54,1.03,49.7,461.61,10.83,15.0,47400,100,506,2025-09-16,288,2025-04-07,2025-10-24
8518.T,5616,22284392,0.0,0.0,,0.82,,308.97,6.48,44.2,25200,100,315,2025-10-08,167,2025-04-07,2025-10-24
8522.T,182903,49366461,2.7,100.0,11.99,0.65,309.09,5733.14,5.08,4.8,370500,100,3725,2025-10-24,1813,2025-04-07,2025-10-24
8524.T,273338,378060179,3.6,26.0,11.2,0.69,64.54,1044.1,5.01,2.8,72300,100,748,2025-09-30,356,2025-04-07,2025-10-24
8537.T,16751,9671400,4.04,70.0,6.35,0.21,272.82,8181.2,3.28,4.4,173200,100,1891,2025-08-25,1120,2025-04-07,2025-10-24
8541.T,48258,39426777,2.94,36.0,8.24,0.34,148.55,3549.14,4.19,4.6,122400,100,1248,2025-09-03,874,2025-04-07,2025-10-24
8542.T,15825,11679030,3.69,50.0,8.44,0.28,160.63,4901.22,3.22,4.0,135500,100,1476,2025-08-25,1020,2025-04-07,2025-10-24
8544.T,166651,131427858,2.84,36.0,11.38,0.49,111.42,2574.83,4.07,4.6,126800,100,1302,2025-10-21,643,2025-04-07,2025-10-24
8550.T,54804,109608000,2.8,14.0,8.94,0.34,55.95,1486.73,-14.8,4.5,50000,100,515,2025-10-09,235,2025-04-07,2025-10-24
8551.T,32184,8593776,3.47,130.0,10.03,0.35,373.23,10557.57,4.65,5.7,374500,100,4100,2025-09-25,2434,2025-04-07,2025-10-24
8558.T,34540,37180273,3.77,35.0,11.24,0.36,82.67,2578.0,4.34,3.7,92900,100,1016,2025-09-12,490,2025-04-07,2025-10-24
8562.T,7992,34900000,2.18,5.0,15.97,0.34,14.34,677.4,-5.13,2.9,22900,100,292,2025-08-25,179,2025-04-07,2025-10-24
8563.T,9767,12701462,4.16,32.0,8.11,0.3,94.84,2559.05,3.83,3.7,76900,100,817,2025-08-25,582,2025-04-07,2025-10-24
8566.T,181211,31243223,3.19,185.0,13.54,0.76,428.23,7636.01,6.87,17.0,580000,100,6070,2025-09-26,4705,2025-04-07,2025-10-24
8570.T,320775,216010128,3.57,53.0,15.27,0.71,97.28,2102.02,3.4,5.9,148500,100,1563,2025-09-09,1070,2025-04-07,2025-10-24
8572.T,699337,1566614098,4.48,20.0,9.69,1.04,46.09,427.23,5.01,44.0,44640,100,495,2025-09-12,324,2025-04-07,2025-10-24
8584.T,187675,45059992,4.8,200.0,9.34,0.58,445.88,7133.79,7.78,6.5,416500,100,4460,2025-09-09,3095,2025-04-07,2025-10-24
8585.T,171200,171888020,4.02,40.0,14.21,0.73,70.11,1364.9,5.84,8.3,99600,100,1078,2025-07-02,654,2025-04-07,2025-10-24
8591.T,4395997,1162962244,3.17,120.01,11.28,1.03,335.22,3661.57,8.76,24.2,378000,100,4011,2025-09-24,2559,2025-04-07,2025-10-24
8593.T,1768363,1466912244,3.73,45.0,10.82,0.98,111.45,1230.11,7.78,15.2,120550,100,1260,2025-09-26,871,2025-04-07,2025-10-24
8595.T,136030,56060000,5.48,133.0,,0.95,,2593.65,6.87,83.0,242650,100,2665,2025-09-24,1897,2025-04-07,2025-10-24
8596.T,35762,25952374,4.06,56.0,8.41,0.73,163.81,1896.93,8.68,21.0,137800,100,1499,2025-09-11,840,2025-04-07,2025-10-24
8600.T,131215,193533011,3.83,26.0,7.91,0.46,85.76,1487.09,5.71,5.5,67800,100,690,2025-10-23,424,2025-01-14,2025-10-24
8601.T,1811063,1569378772,3.81,44.0,,1.0,,1154.6,9.76,4.6,115400,100,1239,2025-09-26,773,2025-04-07,2025-10-24
8604.T,3318577,3163562601,,,,0.89,,1177.31,9.99,6.1,104900,100,1135,2025-09-26,672,2025-04-07,2025-10-24
8609.T,160002,231217073,,,,0.69,,1008.59,5.73,15.1,69200,100,741,2025-03-27,530,2025-04-07,2025-10-24
8613.T,63017,67398262,,,,1.31,,715.96,7.49,66.6,93500,100,1060,2025-01-29,735,2025-04-07,2025-10-24
8614.T,40411,73877569,,,,1.4,,391.74,7.63,43.4,54700,100,623,2025-03-24,401,2025-04-07,2025-10-24
8616.T,150616,260582115,,,,0.81,,711.24,6.11,12.9,57800,100,618,2025-09-26,395,2025-04-07,2025-10-24
8617.T,4525,9486400,,,,0.28,,1679.17,-2.85,72.2,47700,100,527,2025-09-16,350,2025-04-04,2025-10-24
8622.T,34487,65689033,,,,0.81,,644.31,5.84,63.2,52500,100,593,2025-01-29,420,2025-04-07,2025-10-24
8624.T,32280,37931386,,,,1.0,,851.0,5.55,65.4,85100,100,969,2025-01-07,593,2025-04-07,2025-10-24
8628.T,193671,259264702,,,,2.56,,291.71,13.78,6.8,74700,100,843,2025-01-29,660,2025-04-07,2025-10-24
8630.T,4309597,934228767,3.25,150.0,12.82,0.98,359.91,4684.99,6.89,26.5,461300,100,4979,2025-08-28,3716,2025-04-07,2025-10-24
8697.T,1844203,1044578366,2.83,50.0,28.39,5.82,62.19,303.55,18.26,0.4,176550,100,1884,2025-10-21,1384,2025-04-07,2025-10-24
8698.T,192011,253647100,4.02,30.4,,1.61,,469.79,-3.96,17.5,75700,100,995,2025-01-07,557,2025-04-07,2025-10-24
8706.T,50480,32779000,,,,0.98,,1564.21,8.45,65.7,154000,100,1730,2025-01-29,1123,2025-04-07,2025-10-24
8707.T,69636,25012800,,,,0.99,,2959.2,10.03,36.5,278400,100,2883,2025-10-21,1800,2025-04-07,2025-10-24
8708.T,51779,39525649,,,,0.95,,1382.81,6.33,40.7,131000,100,1825,2025-02-14,1120,2025-04-07,2025-10-24
8713.T,28792,18142122,4.73,75.0,8.67,0.35,183.1,4524.14,3.46,2.6,158700,100,1665,2025-09-12,1221,2025-04-07,2025-10-24
8714.T,181813,281008632,2.47,16.0,12.24,0.75,52.87,864.34,5.53,3.6,64700,100,683,2025-08-15,338,2025-04-07,2025-10-24
8715.T,60026,74939160,1.12,9.0,28.56,2.13,28.05,375.82,11.17,38.9,80100,100,929,2025-09-02,433,2025-04-07,2025-10-24
8725.T,5244988,1608398708,4.75,155.0,8.51,1.21,383.05,2699.27,16.34,15.2,326100,100,3654,2025-08-25,2501,2025-04-07,2025-10-24
8732.T,15988,33801900,0.0,0.0,,1.07,,443.25,5.17,20.8,47300,100,496,2024-12-16,167,2024-08-05,2025-02-07
8739.T,65292,41507780,,,,1.89,,830.58,16.17,67.1,157300,100,1665,2025-03-06,1224,2025-04-07,2025-10-24
8742.T,4105,12554379,,,,0.41,,791.69,2.48,46.8,32700,100,355,2025-09-29,250,2025-04-07,2025-10-24
8750.T,4050483,3700761200,4.39,48.0,11.59,1.12,94.41,976.85,11.69,5.0,109450,100,1291,2025-08-22,815,2025-04-07,2025-10-24
8766.T,11489894,1934000000,3.53,210.0,12.25,2.3,485.03,2580.36,20.58,16.3,594100,100,6710,2025-08-18,4355,2025-04-07,2025-10-24
8769.T,10452,16280200,2.65,17.0,12.92,2.57,49.69,250.23,18.99,44.8,64200,100,780,2025-03-14,512,2025-01-17,2025-10-24
8771.T,76159,47928900,2.39,38.0,21.4,3.34,74.24,475.79,15.05,73.3,158900,100,1859,2025-03-13,1441,2025-05-28,2025-10-24
8772.T,26945,32980500,2.45,20.0,7.88,0.55,103.65,1487.29,7.1,41.5,81700,100,940,2025-09-02,594,2025-04-07,2025-10-24
8793.T,83612,21549427,3.87,150.0,8.36,0.7,464.25,5560.23,5.58,9.9,388000,100,4100,2025-09-26,3260,2025-04-07,2025-10-24
8795.T,1840896,544000000,3.66,124.0,14.6,1.2,231.86,2828.26,9.35,7.8,338400,100,4026,2025-08-15,2444,2025-04-07,2025-10-24
8798.T,8734,32468200,,,,,-63.82,-303.02,,44.2,26900,100,585,2025-02-19,200,2025-04-07,2025-10-24
8801.T,4560009,2782189711,2.01,33.0,17.48,1.42,93.78,1158.09,7.95,31.9,163900,100,1724,2025-10-08,1222,2025-01-14,2025-10-24
8802.T,4175300,1250838706,1.38,46.0,21.26,1.65,156.98,2028.21,7.63,32.1,333800,100,3492,2025-10-07,2097,2025-01-17,2025-10-24
8803.T,179766,77719992,3.8,88.0,15.92,1.3,145.26,1773.33,7.85,28.1,231300,100,2468,2025-02-05,2100,2025-04-07,2025-10-24
8804.T,614325,209167674,3.3,97.0,11.13,1.12,263.97,2616.27,12.76,25.8,293700,100,3074,2025-10-07,2238,2025-04-07,2025-10-24
8818.T,85078,48811498,2.29,40.0,20.16,1.1,86.46,1580.51,5.81,43.1,174300,100,1827,2025-10-16,1202,2025-04-07,2025-10-24
8830.T,3160872,468000000,1.26,85.0,15.39,1.41,438.77,4776.21,9.09,32.3,675400,100,7315,2025-10-07,4732,2025-01-14,2025-10-24
8835.T,6017,7783448,5.17,40.0,11.56,0.39,66.84,1990.6,2.43,32.8,77300,100,788,2025-08-25,616,2025-04-07,2025-10-24
8841.T,76487,93849352,1.23,10.0,39.93,0.71,20.41,1142.85,1.77,87.2,81500,100,862,2025-09-19,565,2025-04-07,2025-10-24
8848.T,217036,334415678,1.54,10.0,19.46,3.01,33.35,215.84,24.61,37.5,64900,100,809,2025-09-22,496,2025-04-07,2025-10-24
8850.T,257301,53998205,2.73,130.0,9.77,1.3,487.83,3659.17,14.41,52.4,476500,100,5240,2025-09-26,3470,2025-01-17,2025-10-24
8860.T,31322,36849912,3.76,32.0,8.29,0.55,102.51,1537.53,9.02,29.8,85000,100,862,2025-10-23,586,2025-04-07,2025-10-24
8864.T,55734,52979350,3.52,37.0,17.41,0.87,60.44,1207.47,4.37,55.2,105200,100,1160,2025-09-12,552,2025-04-07,2025-10-24
8869.T,25558,23447684,4.13,45.0,8.81,0.7,123.68,1564.77,8.79,22.3,109000,100,1316,2025-07-28,817,2025-04-07,2025-10-24
8871.T,118982,35784000,3.01,100.0,22.1,0.82,150.44,4045.19,3.78,60.1,332500,100,3695,2025-06-04,2751,2025-01-23,2025-10-24
8876.T,257067,153016200,2.92,49.0,11.97,3.83,140.31,439.14,81.1,22.5,168000,100,2038,2025-03-06,1638,2025-07-02,2025-10-24
8877.T,90474,15465600,3.59,210.0,8.44,1.2,693.48,4856.75,13.3,32.4,585000,100,5910,2025-10-23,3500,2025-04-07,2025-10-24
8881.T,29016,46951260,3.72,23.0,12.55,0.43,49.25,1446.92,3.04,51.2,61800,100,631,2025-09-29,440,2025-04-07,2025-10-24
8892.T,103017,98580887,4.59,48.0,8.69,1.34,120.17,787.48,14.76,17.2,104500,100,1090,2025-04-25,907,2025-04-07,2025-10-24
8897.T,54016,140300000,5.45,21.0,6.54,0.66,58.88,585.68,11.04,22.3,38500,100,527,2025-01-07,369,2025-07-08,2025-10-24
8904.T,12309,14884300,4.59,38.0,9.95,0.43,83.15,1941.57,2.29,39.4,82700,100,897,2025-08-26,711,2025-04-07,2025-10-24
8905.T,627138,227594939,,,,1.26,,2192.52,2.96,30.0,275550,100,2981,2025-06-20,1908,2025-01-14,2025-06-26
8908.T,14868,18000000,3.87,32.0,9.04,1.13,91.36,732.01,12.72,42.4,82600,100,835,2025-10-24,696,2025-04-07,2025-10-24
8917.T,19741,16901900,3.68,43.0,10.15,0.4,115.03,2890.63,6.45,64.9,116800,100,1266,2025-09-17,960,2025-01-17,2025-10-24
8918.T,13906,1545140000,,,19.57,1.61,0.46,5.59,10.62,88.8,900,100,13,2025-07-01,6,2025-04-07,2025-10-24
8919.T,201188,78650640,2.74,70.0,18.52,4.31,138.11,593.21,22.21,54.9,255800,100,2937,2025-09-19,1732,2025-04-07,2025-10-24
8920.T,31188,38315000,1.23,10.0,13.36,0.84,60.91,968.7,3.44,50.2,81400,100,834,2025-09-22,475,2025-04-07,2025-10-24
8923.T,160413,48683800,2.97,98.0,11.34,1.57,290.56,2102.99,13.89,32.7,329500,100,3535,2025-09-30,2010,2025-04-07,2025-10-24
8928.T,24975,11535600,3.14,68.0,5.25,0.53,412.49,4084.11,8.87,29.4,216500,100,2217,2025-04-01,1960,2025-04-07,2025-10-24
8934.T,113308,48755500,3.27,76.0,7.28,1.08,319.38,2144.46,14.7,46.8,232400,100,2443,2025-09-12,1672,2025-04-07,2025-10-24
8935.T,54499,34646500,3.56,56.0,7.8,0.7,201.64,2260.69,9.2,69.1,157300,100,1664,2025-09-09,1032,2025-04-07,2025-10-24
8940.T,9111,8932100,4.51,46.0,6.14,0.6,166.23,1712.26,13.22,25.4,102000,100,1098,2025-10-06,703,2025-04-08,2025-10-24
8944.T,5486,23346115,2.55,6.0,,0.29,0.0,806.51,-11.92,31.7,23500,100,283,2025-09-19,156,2025-04-07,2025-10-24
8945.T,11494,10813200,3.95,42.0,21.07,1.28,50.45,827.59,3.0,72.3,106300,100,1087,2025-04-30,960,2025-01-30,2025-10-24
8999.T,17908,30823200,5.51,32.0,23.84,0.69,24.37,837.87,1.95,36.2,58100,100,602,2025-09-26,481,2025-04-07,2025-10-24
9001.T,516621,201215421,2.53,65.0,10.2,0.9,251.63,2837.77,9.42,31.6,256750,100,2797,2025-09-09,2352,2025-04-07,2025-10-24
9003.T,258957,98145499,2.46,65.0,11.94,1.39,220.95,1891.87,12.93,24.0,263850,100,2711,2025-09-26,2031,2025-04-07,2025-10-24
9005.T,1081962,624869876,1.62,28.0,12.44,1.18,139.24,1463.21,9.85,30.7,173150,100,1997,2025-08-20,1631,2025-04-07,2025-10-24
9006.T,393235,275760547,2.38,34.0,16.72,1.03,85.27,1386.94,6.69,35.7,142600,100,1624,2025-08-08,1248,2025-01-14,2025-10-24
9007.T,604521,368497717,3.05,50.0,16.18,1.18,101.39,1392.61,11.08,36.8,164050,100,1776,2025-08-20,1386,2025-01-20,2025-10-24
9008.T,452951,119701730,2.77,105.0,10.91,1.06,346.68,3569.17,10.61,36.9,378400,100,4047,2025-03-28,3417,2025-06-05,2025-10-24
9009.T,678610,517233555,1.37,18.0,14.89,1.22,88.13,1072.81,14.57,46.5,131200,100,1746,2025-05-15,1226,2025-07-16,2025-10-24
9010.T,136114,54884738,1.21,30.0,24.85,3.71,99.81,668.19,15.24,35.3,248000,100,2704,2025-09-29,1908,2025-06-23,2025-10-24
9020.T,4165562,1134412200,1.69,62.0,18.3,1.43,200.66,2567.58,8.04,28.1,367200,100,3815,2025-09-09,2626,2025-01-17,2025-10-24
9021.T,1467363,455561300,2.67,86.0,13.09,1.29,246.14,2502.85,10.07,30.8,322100,100,3577,2025-08-20,2660,2025-01-14,2025-10-24
9022.T,4313640,1030000000,0.76,32.0,9.72,0.87,430.79,4831.75,10.45,44.6,418800,100,4377,2025-10-08,2716,2025-04-07,2025-10-24
9024.T,1748964,323462920,0.74,40.0,54.52,2.58,99.17,2099.18,52.25,30.6,540700,100,5871,2025-10-07,2962,2025-04-07,2025-10-24
9025.T,183672,56952442,3.41,110.0,11.8,1.17,273.21,2746.25,10.03,50.7,322500,100,3580,2025-08-12,2212,2025-04-07,2025-10-24
9031.T,185941,79360186,1.71,40.0,8.54,0.72,274.41,3271.77,8.71,31.8,234300,100,2408,2025-09-26,1926,2025-04-07,2025-10-24
9037.T,123806,76048000,2.38,38.75,12.82,1.33,127.01,1226.46,10.3,56.2,162800,100,1643,2025-10-23,1160,2025-04-07,2025-10-24
9039.T,122316,42324000,3.39,98.0,13.18,1.22,219.26,2363.94,9.46,75.4,289000,100,3100,2025-09-26,2269,2025-04-07,2025-10-24
9041.T,585333,190662061,1.95,60.0,12.16,1.07,252.41,2863.16,8.79,21.7,307000,100,3470,2025-03-05,2630,2025-06-23,2025-10-24
9042.T,1129431,253008756,2.24,100.0,13.65,1.01,327.02,4436.31,6.69,31.5,446400,100,4600,2025-10-20,3613,2025-02-20,2025-10-24
9044.T,327620,113402446,1.73,50.0,15.08,1.03,191.64,2801.18,7.45,31.9,288900,100,2889,2025-10-24,2120,2025-06-09,2025-10-24
9045.T,352280,106816403,2.7,89.0,11.1,1.07,297.24,3073.9,9.33,35.7,329800,100,3578,2025-04-23,2966,2025-06-23,2025-10-24
9046.T,19977,8061566,0.81,20.0,17.66,0.82,140.29,3028.08,4.95,26.0,247800,100,2648,2025-03-19,2185,2025-04-07,2025-10-24
9048.T,338424,196700692,2.32,40.0,12.98,0.73,132.6,2351.43,8.39,31.9,172050,100,1851,2025-03-27,1590,2025-06-25,2025-10-24
9052.T,45889,22330598,1.95,40.0,12.84,0.79,160.09,2609.75,5.41,46.9,205500,100,2200,2025-09-26,1819,2025-04-07,2025-10-24
9055.T,204131,35501000,0.0,0.0,,3.34,,1719.46,6.05,59.2,575000,100,6780,2024-10-15,1635,2024-01-04,2025-12-16
9058.T,105823,10324150,0.0,0.0,20.82,1.83,492.23,5595.25,9.26,67.1,1025000,100,10850,2024-10-01,5250,2024-05-02,2025-01-14
9064.T,835270,360496492,1.99,46.0,30.78,1.32,75.27,1754.79,6.46,46.5,231700,100,2568,2025-09-04,1738,2025-01-14,2025-10-24
9065.T,443374,55470257,2.9,232.0,14.18,1.46,563.51,5491.01,10.69,53.8,799300,100,8940,2025-07-30,5285,2025-01-17,2025-10-24
9066.T,125188,15512769,0.0,0.0,,1.38,,5864.69,11.86,52.1,807000,100,8250,2025-05-14,3805,2025-04-07,2025-10-14
9067.T,19233,28965449,1.81,12.0,28.62,0.76,23.2,877.47,4.45,68.9,66400,100,720,2025-09-26,345,2025-04-07,2025-10-24
9068.T,146596,20618244,2.53,180.0,11.57,1.06,614.64,6698.99,7.66,67.7,711000,100,7810,2025-08-15,5110,2025-04-07,2025-10-24
9069.T,363332,175692457,2.42,50.0,16.36,1.63,126.43,1266.17,9.39,30.2,206800,100,2123,2025-09-09,1343,2025-04-07,2025-10-24
9070.T,99172,9761011,,,,0.99,,10306.21,3.76,54.4,1016000,100,10410,2025-03-03,5760,2025-01-14,2025-06-18
9072.T,433193,126479784,2.16,74.0,20.7,1.72,165.45,1994.06,6.79,56.4,342500,100,3544,2025-10-06,2000,2025-01-15,2025-10-24
9074.T,12793,3322935,2.6,100.0,11.57,0.5,332.62,7761.51,4.95,60.0,385000,100,4165,2025-09-25,2680,2025-01-30,2025-10-24
9075.T,158393,40770363,1.96,76.0,11.43,0.52,340.01,7496.06,3.01,57.1,388500,100,3950,2025-10-23,3185,2025-06-03,2025-10-24
9076.T,414397,187679783,4.62,102.0,14.96,0.84,147.55,2643.4,4.65,51.5,220800,100,2444,2025-08-08,2128,2025-10-02,2025-10-24
9081.T,45549,12600000,2.49,90.0,17.6,0.75,205.36,4829.54,9.08,34.9,361500,100,4125,2025-03-07,3175,2025-04-07,2025-10-24
9090.T,147505,137984520,2.99,32.0,19.72,2.43,54.21,440.32,12.9,41.7,106900,100,1355,2025-02-07,1001,2025-06-26,2025-10-24
9101.T,2261235,434101600,4.51,235.0,9.35,0.8,557.16,6516.57,17.16,67.6,520900,100,5640,2025-09-11,4133,2025-04-07,2025-10-24
9104.T,1630000,362867427,3.9,175.0,7.76,0.61,578.92,7346.1,16.88,53.9,449200,100,5699,2025-01-08,4293,2025-10-14,2025-10-24
9107.T,1383168,639172067,5.55,120.0,11.89,0.85,182.03,2557.62,18.85,74.6,216400,100,2362,2025-09-08,1572,2025-04-07,2025-10-24
9110.T,127524,23970679,3.95,210.0,7.64,0.76,695.93,6983.86,11.92,56.5,532000,100,5680,2025-09-16,3260,2025-04-07,2025-10-24
9115.T,25740,36000000,,,5.51,0.5,129.67,1435.71,6.21,16.3,71500,100,786,2025-09-25,500,2025-04-07,2025-10-24
9119.T,128393,108900000,3.73,44.0,10.85,0.87,108.69,1354.51,13.23,47.5,117900,100,1264,2025-09-09,848,2025-04-07,2025-10-24
9130.T,8055,7650000,3.8,40.0,40.27,0.33,26.15,3212.22,23.01,32.4,105300,100,1307,2025-06-23,790,2025-04-07,2025-10-24
9142.T,616122,154649000,2.89,115.0,12.04,1.34,330.76,2978.13,9.72,40.0,398400,100,4215,2025-09-16,3468,2025-04-07,2025-10-24
9143.T,933695,640394400,3.64,53.0,15.55,1.65,93.74,881.56,10.04,55.8,145800,100,1764,2025-08-08,1385,2025-05-23,2025-10-24
9147.T,868869,261000000,3.0,100.0,24.97,1.03,133.34,3243.29,3.84,37.2,332900,100,3510,2025-09-29,2356,2025-04-07,2025-10-24
9161.T,97812,15094372,0.0,0.0,13.39,1.13,483.79,5748.09,10.64,44.1,648000,100,6500,2025-01-08,6460,2025-02-27,2025-05-12
9201.T,1289792,437143500,3.12,92.0,11.2,1.31,263.42,2244.12,11.36,34.9,295050,100,3257,2025-09-09,2205,2025-04-07,2025-10-24
9202.T,1368129,484293561,2.12,60.0,10.88,1.19,259.6,2367.18,14.07,31.2,282500,100,3042,2025-08-18,2510,2025-04-07,2025-10-24
9216.T,21726,14126400,5.01,77.0,31.04,2.73,49.55,562.85,4.99,61.7,153800,100,1765,2025-05-27,1370,2025-02-13,2025-10-24
9229.T,20322,35220000,0.0,0.0,,2.38,-56.21,242.47,-13.5,22.0,57700,100,982,2025-08-14,475,2025-02-12,2025-10-24
9232.T,30725,14418025,0.0,0.0,9.9,1.05,215.34,2022.33,17.13,43.5,213100,100,2144,2024-10-01,1403,2024-08-05,2025-01-06
9247.T,83651,52610712,3.14,50.0,6.31,1.01,252.04,1576.64,17.51,45.1,159000,100,1767,2025-03-06,1250,2025-04-07,2025-10-24
9248.T,15583,9416000,3.63,60.0,12.8,0.74,129.25,2237.12,-0.93,53.9,165500,100,1900,2025-09-19,1371,2025-04-07,2025-10-24
9260.T,82803,43059420,,,,0.98,,1965.95,-1.37,34.5,192300,100,1928,2025-01-28,1920,2025-01-09,2025-04-22
9262.T,9501,10907600,2.07,18.0,11.73,1.36,74.26,639.22,10.48,66.7,87100,100,921,2025-09-29,565,2025-04-07,2025-10-24
9265.T,8157,2553000,2.19,70.0,22.71,0.91,140.7,3518.01,7.03,32.6,319500,100,3295,2025-09-30,2116,2025-01-30,2025-10-24
9267.T,153030,31009168,0.26,13.0,20.0,2.82,246.74,1752.3,14.16,41.8,493500,100,5080,2025-09-30,2455,2025-04-07,2025-10-24
9273.T,33612,42119980,2.13,17.0,9.23,1.2,86.42,667.66,13.68,77.9,79800,100,839,2025-09-25,570,2025-04-07,2025-10-24
9274.T,53863,67244284,4.49,36.0,6.59,0.63,121.52,1270.54,9.51,24.5,80100,100,854,2025-09-05,541,2025-04-07,2025-10-24
9275.T,17006,10122830,0.0,0.0,10.0,2.38,167.94,706.82,21.53,50.2,168000,100,1809,2025-09-03,1084,2025-04-07,2025-09-26
9278.T,28581,20547413,2.16,30.0,11.09,1.33,125.38,1046.31,10.81,32.5,139100,100,1597,2025-09-09,1297,2025-04-07,2025-10-24
9279.T,67239,20011731,0.65,22.0,30.52,6.9,110.08,486.63,24.77,49.0,336000,100,4060,2025-02-17,2632,2025-04-07,2025-10-24
9301.T,431357,378882295,3.16,36.0,10.1,1.1,112.69,1039.63,8.17,59.8,113850,100,1298,2025-07-31,836,2025-04-07,2025-10-24
9302.T,300339,74991106,1.22,49.0,29.09,2.52,137.69,1588.92,8.84,41.8,400500,100,4390,2025-09-09,2373,2025-01-10,2025-10-24
9303.T,254622,77747315,3.15,103.0,14.52,0.95,225.62,3440.22,7.73,60.0,327500,100,3325,2025-10-23,2476,2025-04-07,2025-10-24
9304.T,68967,60870988,3.97,45.0,12.79,1.01,88.58,1117.45,7.78,54.8,113300,100,1180,2025-09-17,712,2025-04-07,2025-10-24
9305.T,58717,22688362,2.8,72.5,11.64,0.95,222.35,2720.72,5.61,35.0,258800,100,3280,2025-08-19,1700,2025-01-07,2025-10-24
9306.T,14668,7864990,3.75,70.0,10.87,0.52,171.58,3554.72,5.77,54.8,186500,100,1937,2025-09-30,1290,2025-04-07,2025-10-24
9308.T,41899,26072960,0.45,7.25,66.54,1.14,24.15,1408.29,14.66,49.2,160700,100,1752,2025-01-09,1144,2025-05-16,2025-10-24
9310.T,77818,67142417,3.24,37.5,12.49,0.79,92.79,1459.37,6.84,55.1,115900,100,1220,2025-08-27,728,2025-04-07,2025-10-24
9312.T,17400,6536445,3.01,80.0,7.9,0.57,336.98,4664.38,7.48,59.2,266200,100,2818,2025-08-08,1930,2025-04-07,2025-10-24
9319.T,25547,19064897,2.84,38.0,13.73,0.53,97.6,2514.08,3.49,77.7,134000,100,1578,2025-03-24,1190,2025-04-07,2025-10-24
9322.T,11297,8258322,2.19,30.0,13.76,0.5,99.39,2757.94,3.56,55.5,136800,100,1466,2025-08-12,989,2025-04-07,2025-10-24
9324.T,66276,30360000,2.66,58.0,19.16,0.67,113.93,3250.07,2.99,44.6,218300,100,2282,2025-10-20,1456,2025-04-07,2025-10-24
9325.T,13215,10822800,2.46,30.0,11.7,3.29,104.34,370.78,25.47,38.4,122100,100,1355,2025-08-25,795,2025-04-07,2025-10-24
9332.T,22422,34024720,3.79,25.0,8.78,1.35,75.08,488.44,12.26,52.8,65900,100,826,2025-03-10,588,2025-04-07,2025-10-24
9336.T,356618,99892900,1.37,49.0,24.42,3.73,146.19,957.84,15.8,51.0,357000,100,3780,2025-10-10,2577,2025-04-07,2025-10-24
9341.T,10339,17826600,5.17,30.0,24.08,1.69,24.09,343.2,22.91,76.9,58000,100,1420,2025-02-13,566,2025-10-17,2025-10-24
9347.T,109993,41180306,2.02,54.0,15.9,1.4,167.95,1905.7,8.65,66.2,267100,100,2970,2025-08-05,2440,2025-04-07,2025-10-24
9351.T,12485,7740000,3.72,60.0,11.85,0.43,136.1,3764.73,4.18,53.6,161300,100,1639,2025-10-22,1160,2025-04-07,2025-10-24
